CustomerID,WeekID,sumProfit,numberOfUniqueItems,timeSinceLastPurchase,timeSinceFirstPurchase,cumSumPurchases,numberOfOrders,meanOrderProfit
1.0,59,0.0,0.0,10059.0,10059.0,100.5,4.0,25.125
1.0,60,0.0,0.0,10060.0,10060.0,100.5,4.0,25.125
1.0,61,0.0,0.0,10061.0,10061.0,100.5,4.0,25.125
1.0,62,0.0,0.0,10062.0,10062.0,100.5,4.0,25.125
1.0,63,0.0,0.0,10063.0,10063.0,100.5,4.0,25.125
1.0,64,0.0,0.0,10064.0,10064.0,100.5,4.0,25.125
1.0,65,0.0,0.0,10065.0,10065.0,100.5,4.0,25.125
1.0,66,0.0,0.0,10066.0,10066.0,100.5,4.0,25.125
1.0,67,0.0,0.0,10067.0,10067.0,100.5,4.0,25.125
1.0,68,0.0,0.0,10068.0,10068.0,100.5,4.0,25.125
1.0,69,0.0,0.0,10069.0,10069.0,100.5,4.0,25.125
1.0,70,0.0,0.0,10070.0,10070.0,100.5,4.0,25.125
1.0,71,0.0,0.0,10071.0,10071.0,100.5,4.0,25.125
1.0,72,0.0,0.0,10072.0,10072.0,100.5,4.0,25.125
1.0,73,0.0,0.0,10073.0,10073.0,100.5,4.0,25.125
1.0,74,0.0,0.0,10074.0,10074.0,100.5,4.0,25.125
1.0,75,0.0,0.0,10075.0,10075.0,100.5,4.0,25.125
1.0,76,0.0,0.0,10076.0,10076.0,100.5,4.0,25.125
8.0,0,32.91,1.0,0.0,0.0,32.91,1.0,32.91
8.0,1,0.0,0.0,10001.0,10001.0,32.91,1.0,32.91
8.0,2,0.0,0.0,10002.0,10002.0,32.91,1.0,32.91
8.0,3,0.0,0.0,10003.0,10003.0,32.91,1.0,32.91
8.0,4,0.0,0.0,10004.0,10004.0,32.91,1.0,32.91
8.0,5,0.0,0.0,10005.0,10005.0,32.91,1.0,32.91
8.0,6,0.0,0.0,10006.0,10006.0,32.91,1.0,32.91
8.0,7,0.0,0.0,10007.0,10007.0,32.91,1.0,32.91
8.0,8,0.0,0.0,10008.0,10008.0,32.91,1.0,32.91
8.0,9,0.0,0.0,10009.0,10009.0,32.91,1.0,32.91
8.0,10,0.0,0.0,10010.0,10010.0,32.91,1.0,32.91
8.0,11,0.0,0.0,10011.0,10011.0,32.91,1.0,32.91
8.0,12,0.0,0.0,10012.0,10012.0,32.91,1.0,32.91
8.0,13,0.0,0.0,10013.0,10013.0,32.91,1.0,32.91
8.0,14,0.0,0.0,10014.0,10014.0,32.91,1.0,32.91
8.0,15,0.0,0.0,10015.0,10015.0,32.91,1.0,32.91
8.0,16,0.0,0.0,10016.0,10016.0,32.91,1.0,32.91
8.0,17,0.0,0.0,10017.0,10017.0,32.91,1.0,32.91
8.0,18,0.0,0.0,10018.0,10018.0,32.91,1.0,32.91
8.0,19,0.0,0.0,10019.0,10019.0,32.91,1.0,32.91
8.0,20,0.0,0.0,10020.0,10020.0,32.91,1.0,32.91
8.0,21,0.0,0.0,10021.0,10021.0,32.91,1.0,32.91
8.0,22,0.0,0.0,10022.0,10022.0,32.91,1.0,32.91
8.0,23,0.0,0.0,10023.0,10023.0,32.91,1.0,32.91
8.0,24,0.0,0.0,10024.0,10024.0,32.91,1.0,32.91
8.0,25,0.0,0.0,10025.0,10025.0,32.91,1.0,32.91
8.0,26,0.0,0.0,10026.0,10026.0,32.91,1.0,32.91
8.0,27,0.0,0.0,10027.0,10027.0,32.91,1.0,32.91
8.0,28,0.0,0.0,10028.0,10028.0,32.91,1.0,32.91
8.0,29,0.0,0.0,10029.0,10029.0,32.91,1.0,32.91
8.0,30,0.0,0.0,10030.0,10030.0,32.91,1.0,32.91
8.0,31,0.0,0.0,10031.0,10031.0,32.91,1.0,32.91
8.0,32,0.0,0.0,10032.0,10032.0,32.91,1.0,32.91
8.0,33,0.0,0.0,10033.0,10033.0,32.91,1.0,32.91
8.0,34,0.0,0.0,10034.0,10034.0,32.91,1.0,32.91
8.0,35,0.0,0.0,10035.0,10035.0,32.91,1.0,32.91
8.0,36,0.0,0.0,10036.0,10036.0,32.91,1.0,32.91
8.0,37,0.0,0.0,10037.0,10037.0,32.91,1.0,32.91
8.0,38,0.0,0.0,10038.0,10038.0,32.91,1.0,32.91
8.0,39,0.0,0.0,10039.0,10039.0,32.91,1.0,32.91
8.0,40,0.0,0.0,10040.0,10040.0,32.91,1.0,32.91
8.0,41,0.0,0.0,10041.0,10041.0,32.91,1.0,32.91
8.0,42,0.0,0.0,10042.0,10042.0,32.91,1.0,32.91
8.0,43,0.0,0.0,10043.0,10043.0,32.91,1.0,32.91
8.0,44,0.0,0.0,10044.0,10044.0,32.91,1.0,32.91
8.0,45,0.0,0.0,10045.0,10045.0,32.91,1.0,32.91
8.0,46,0.0,0.0,10046.0,10046.0,32.91,1.0,32.91
8.0,47,0.0,0.0,10047.0,10047.0,32.91,1.0,32.91
8.0,48,0.0,0.0,10048.0,10048.0,32.91,1.0,32.91
8.0,49,0.0,0.0,10049.0,10049.0,32.91,1.0,32.91
8.0,50,0.0,0.0,10050.0,10050.0,32.91,1.0,32.91
8.0,51,0.0,0.0,10051.0,10051.0,32.91,1.0,32.91
8.0,52,0.0,0.0,10052.0,10052.0,32.91,1.0,32.91
8.0,53,0.0,0.0,10053.0,10053.0,32.91,1.0,32.91
8.0,54,0.0,0.0,10054.0,10054.0,32.91,1.0,32.91
8.0,55,0.0,0.0,10055.0,10055.0,32.91,1.0,32.91
8.0,56,0.0,0.0,10056.0,10056.0,32.91,1.0,32.91
8.0,57,0.0,0.0,10057.0,10057.0,32.91,1.0,32.91
8.0,58,0.0,0.0,10058.0,10058.0,32.91,1.0,32.91
8.0,59,0.0,0.0,10059.0,10059.0,32.91,1.0,32.91
8.0,60,0.0,0.0,10060.0,10060.0,32.91,1.0,32.91
8.0,61,26.759999999999998,2.0,0.0,61.0,59.669999999999995,3.0,19.889999999999997
8.0,62,0.0,0.0,10062.0,10062.0,59.669999999999995,3.0,19.889999999999997
8.0,63,0.0,0.0,10063.0,10063.0,59.669999999999995,3.0,19.889999999999997
8.0,64,0.0,0.0,10064.0,10064.0,59.669999999999995,3.0,19.889999999999997
8.0,65,0.0,0.0,10065.0,10065.0,59.669999999999995,3.0,19.889999999999997
8.0,66,0.0,0.0,10066.0,10066.0,59.669999999999995,3.0,19.889999999999997
8.0,67,0.0,0.0,10067.0,10067.0,59.669999999999995,3.0,19.889999999999997
8.0,68,0.0,0.0,10068.0,10068.0,59.669999999999995,3.0,19.889999999999997
8.0,69,0.0,0.0,10069.0,10069.0,59.669999999999995,3.0,19.889999999999997
8.0,70,0.0,0.0,10070.0,10070.0,59.669999999999995,3.0,19.889999999999997
8.0,71,0.0,0.0,10071.0,10071.0,59.669999999999995,3.0,19.889999999999997
8.0,72,0.0,0.0,10072.0,10072.0,59.669999999999995,3.0,19.889999999999997
8.0,73,0.0,0.0,10073.0,10073.0,59.669999999999995,3.0,19.889999999999997
8.0,74,0.0,0.0,10074.0,10074.0,59.669999999999995,3.0,19.889999999999997
8.0,75,0.0,0.0,10075.0,10075.0,59.669999999999995,3.0,19.889999999999997
8.0,76,0.0,0.0,10076.0,10076.0,59.669999999999995,3.0,19.889999999999997
9.0,0,16.36,1.0,0.0,0.0,16.36,1.0,16.36
9.0,1,0.0,0.0,10001.0,10001.0,16.36,1.0,16.36
9.0,2,0.0,0.0,10002.0,10002.0,16.36,1.0,16.36
9.0,3,0.0,0.0,10003.0,10003.0,16.36,1.0,16.36
9.0,4,0.0,0.0,10004.0,10004.0,16.36,1.0,16.36
9.0,5,0.0,0.0,10005.0,10005.0,16.36,1.0,16.36
9.0,6,0.0,0.0,10006.0,10006.0,16.36,1.0,16.36
9.0,7,0.0,0.0,10007.0,10007.0,16.36,1.0,16.36
9.0,8,0.0,0.0,10008.0,10008.0,16.36,1.0,16.36
9.0,9,0.0,0.0,10009.0,10009.0,16.36,1.0,16.36
9.0,10,0.0,0.0,10010.0,10010.0,16.36,1.0,16.36
9.0,11,0.0,0.0,10011.0,10011.0,16.36,1.0,16.36
9.0,12,0.0,0.0,10012.0,10012.0,16.36,1.0,16.36
9.0,13,0.0,0.0,10013.0,10013.0,16.36,1.0,16.36
9.0,14,0.0,0.0,10014.0,10014.0,16.36,1.0,16.36
9.0,15,0.0,0.0,10015.0,10015.0,16.36,1.0,16.36
9.0,16,0.0,0.0,10016.0,10016.0,16.36,1.0,16.36
9.0,17,28.13,1.0,0.0,17.0,44.489999999999995,2.0,22.244999999999997
9.0,18,0.0,0.0,10018.0,10018.0,44.489999999999995,2.0,22.244999999999997
9.0,19,0.0,0.0,10019.0,10019.0,44.489999999999995,2.0,22.244999999999997
9.0,20,0.0,0.0,10020.0,10020.0,44.489999999999995,2.0,22.244999999999997
9.0,21,0.0,0.0,10021.0,10021.0,44.489999999999995,2.0,22.244999999999997
9.0,22,0.0,0.0,10022.0,10022.0,44.489999999999995,2.0,22.244999999999997
9.0,23,0.0,0.0,10023.0,10023.0,44.489999999999995,2.0,22.244999999999997
9.0,24,0.0,0.0,10024.0,10024.0,44.489999999999995,2.0,22.244999999999997
9.0,25,0.0,0.0,10025.0,10025.0,44.489999999999995,2.0,22.244999999999997
9.0,26,0.0,0.0,10026.0,10026.0,44.489999999999995,2.0,22.244999999999997
9.0,27,0.0,0.0,10027.0,10027.0,44.489999999999995,2.0,22.244999999999997
9.0,28,0.0,0.0,10028.0,10028.0,44.489999999999995,2.0,22.244999999999997
9.0,29,0.0,0.0,10029.0,10029.0,44.489999999999995,2.0,22.244999999999997
9.0,30,0.0,0.0,10030.0,10030.0,44.489999999999995,2.0,22.244999999999997
9.0,31,0.0,0.0,10031.0,10031.0,44.489999999999995,2.0,22.244999999999997
9.0,32,0.0,0.0,10032.0,10032.0,44.489999999999995,2.0,22.244999999999997
9.0,33,0.0,0.0,10033.0,10033.0,44.489999999999995,2.0,22.244999999999997
9.0,34,0.0,0.0,10034.0,10034.0,44.489999999999995,2.0,22.244999999999997
9.0,35,22.97,1.0,0.0,35.0,67.46,3.0,22.486666666666665
9.0,36,0.0,0.0,10036.0,10036.0,67.46,3.0,22.486666666666665
9.0,37,0.0,0.0,10037.0,10037.0,67.46,3.0,22.486666666666665
9.0,38,0.0,0.0,10038.0,10038.0,67.46,3.0,22.486666666666665
9.0,39,0.0,0.0,10039.0,10039.0,67.46,3.0,22.486666666666665
9.0,40,0.0,0.0,10040.0,10040.0,67.46,3.0,22.486666666666665
9.0,41,0.0,0.0,10041.0,10041.0,67.46,3.0,22.486666666666665
9.0,42,0.0,0.0,10042.0,10042.0,67.46,3.0,22.486666666666665
9.0,43,0.0,0.0,10043.0,10043.0,67.46,3.0,22.486666666666665
9.0,44,0.0,0.0,10044.0,10044.0,67.46,3.0,22.486666666666665
9.0,45,0.0,0.0,10045.0,10045.0,67.46,3.0,22.486666666666665
9.0,46,0.0,0.0,10046.0,10046.0,67.46,3.0,22.486666666666665
9.0,47,0.0,0.0,10047.0,10047.0,67.46,3.0,22.486666666666665
9.0,48,0.0,0.0,10048.0,10048.0,67.46,3.0,22.486666666666665
9.0,49,0.0,0.0,10049.0,10049.0,67.46,3.0,22.486666666666665
9.0,50,0.0,0.0,10050.0,10050.0,67.46,3.0,22.486666666666665
9.0,51,0.0,0.0,10051.0,10051.0,67.46,3.0,22.486666666666665
9.0,52,0.0,0.0,10052.0,10052.0,67.46,3.0,22.486666666666665
9.0,53,0.0,0.0,10053.0,10053.0,67.46,3.0,22.486666666666665
9.0,54,0.0,0.0,10054.0,10054.0,67.46,3.0,22.486666666666665
9.0,55,0.0,0.0,10055.0,10055.0,67.46,3.0,22.486666666666665
9.0,56,0.0,0.0,10056.0,10056.0,67.46,3.0,22.486666666666665
9.0,57,28.49,1.0,0.0,57.0,95.94999999999999,4.0,23.987499999999997
9.0,58,28.98,1.0,0.0,58.0,124.92999999999999,5.0,24.985999999999997
9.0,59,0.0,0.0,10059.0,10059.0,124.92999999999999,5.0,24.985999999999997
9.0,60,0.0,0.0,10060.0,10060.0,124.92999999999999,5.0,24.985999999999997
9.0,61,0.0,0.0,10061.0,10061.0,124.92999999999999,5.0,24.985999999999997
9.0,62,0.0,0.0,10062.0,10062.0,124.92999999999999,5.0,24.985999999999997
9.0,63,0.0,0.0,10063.0,10063.0,124.92999999999999,5.0,24.985999999999997
9.0,64,0.0,0.0,10064.0,10064.0,124.92999999999999,5.0,24.985999999999997
9.0,65,0.0,0.0,10065.0,10065.0,124.92999999999999,5.0,24.985999999999997
9.0,66,0.0,0.0,10066.0,10066.0,124.92999999999999,5.0,24.985999999999997
9.0,67,0.0,0.0,10067.0,10067.0,124.92999999999999,5.0,24.985999999999997
9.0,68,0.0,0.0,10068.0,10068.0,124.92999999999999,5.0,24.985999999999997
9.0,69,0.0,0.0,10069.0,10069.0,124.92999999999999,5.0,24.985999999999997
9.0,70,0.0,0.0,10070.0,10070.0,124.92999999999999,5.0,24.985999999999997
9.0,71,0.0,0.0,10071.0,10071.0,124.92999999999999,5.0,24.985999999999997
9.0,72,0.0,0.0,10072.0,10072.0,124.92999999999999,5.0,24.985999999999997
9.0,73,0.0,0.0,10073.0,10073.0,124.92999999999999,5.0,24.985999999999997
9.0,74,0.0,0.0,10074.0,10074.0,124.92999999999999,5.0,24.985999999999997
9.0,75,0.0,0.0,10075.0,10075.0,124.92999999999999,5.0,24.985999999999997
9.0,76,0.0,0.0,10076.0,10076.0,124.92999999999999,5.0,24.985999999999997
25.0,0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0
25.0,1,0.0,0.0,10001.0,10001.0,0.0,0.0,0.0
25.0,2,0.0,0.0,10002.0,10002.0,0.0,0.0,0.0
25.0,3,0.0,0.0,10003.0,10003.0,0.0,0.0,0.0
25.0,4,0.0,0.0,10004.0,10004.0,0.0,0.0,0.0
25.0,5,0.0,0.0,10005.0,10005.0,0.0,0.0,0.0
25.0,6,0.0,0.0,10006.0,10006.0,0.0,0.0,0.0
25.0,7,0.0,0.0,10007.0,10007.0,0.0,0.0,0.0
25.0,8,0.0,0.0,10008.0,10008.0,0.0,0.0,0.0
25.0,9,0.0,0.0,10009.0,10009.0,0.0,0.0,0.0
25.0,10,0.0,0.0,10010.0,10010.0,0.0,0.0,0.0
25.0,11,0.0,0.0,10011.0,10011.0,0.0,0.0,0.0
25.0,12,0.0,0.0,10012.0,10012.0,0.0,0.0,0.0
25.0,13,0.0,0.0,10013.0,10013.0,0.0,0.0,0.0
25.0,14,0.0,0.0,10014.0,10014.0,0.0,0.0,0.0
25.0,15,0.0,0.0,10015.0,10015.0,0.0,0.0,0.0
25.0,16,0.0,0.0,10016.0,10016.0,0.0,0.0,0.0
25.0,17,0.0,0.0,10017.0,10017.0,0.0,0.0,0.0
25.0,18,0.0,0.0,10018.0,10018.0,0.0,0.0,0.0
25.0,19,0.0,0.0,10019.0,10019.0,0.0,0.0,0.0
25.0,20,0.0,0.0,10020.0,10020.0,0.0,0.0,0.0
25.0,21,0.0,0.0,10021.0,10021.0,0.0,0.0,0.0
25.0,22,0.0,0.0,10022.0,10022.0,0.0,0.0,0.0
25.0,23,0.0,0.0,10023.0,10023.0,0.0,0.0,0.0
25.0,24,0.0,0.0,10024.0,10024.0,0.0,0.0,0.0
25.0,25,0.0,0.0,10025.0,10025.0,0.0,0.0,0.0
25.0,26,0.0,0.0,10026.0,10026.0,0.0,0.0,0.0
25.0,27,0.0,0.0,10027.0,10027.0,0.0,0.0,0.0
25.0,28,0.0,0.0,10028.0,10028.0,0.0,0.0,0.0
25.0,29,0.0,0.0,10029.0,10029.0,0.0,0.0,0.0
25.0,30,0.0,0.0,10030.0,10030.0,0.0,0.0,0.0
25.0,31,0.0,0.0,10031.0,10031.0,0.0,0.0,0.0
25.0,32,0.0,0.0,10032.0,10032.0,0.0,0.0,0.0
25.0,33,0.0,0.0,10033.0,10033.0,0.0,0.0,0.0
25.0,34,0.0,0.0,10034.0,10034.0,0.0,0.0,0.0
25.0,35,0.0,0.0,10035.0,10035.0,0.0,0.0,0.0
25.0,36,0.0,0.0,10036.0,10036.0,0.0,0.0,0.0
25.0,37,0.0,0.0,10037.0,10037.0,0.0,0.0,0.0
25.0,38,0.0,0.0,10038.0,10038.0,0.0,0.0,0.0
25.0,39,0.0,0.0,10039.0,10039.0,0.0,0.0,0.0
25.0,40,0.0,0.0,10040.0,10040.0,0.0,0.0,0.0
25.0,41,0.0,0.0,10041.0,10041.0,0.0,0.0,0.0
25.0,42,0.0,0.0,10042.0,10042.0,0.0,0.0,0.0
25.0,43,0.0,0.0,10043.0,10043.0,0.0,0.0,0.0
25.0,44,0.0,0.0,10044.0,10044.0,0.0,0.0,0.0
25.0,45,0.0,0.0,10045.0,10045.0,0.0,0.0,0.0
25.0,46,0.0,0.0,10046.0,10046.0,0.0,0.0,0.0
25.0,47,0.0,0.0,10047.0,10047.0,0.0,0.0,0.0
25.0,48,0.0,0.0,10048.0,10048.0,0.0,0.0,0.0
25.0,49,0.0,0.0,10049.0,10049.0,0.0,0.0,0.0
25.0,50,14.99,1.0,0.0,50.0,14.99,1.0,14.99
25.0,51,0.0,0.0,10051.0,10051.0,14.99,1.0,14.99
25.0,52,0.0,0.0,10052.0,10052.0,14.99,1.0,14.99
25.0,53,0.0,0.0,10053.0,10053.0,14.99,1.0,14.99
25.0,54,0.0,0.0,10054.0,10054.0,14.99,1.0,14.99
25.0,55,0.0,0.0,10055.0,10055.0,14.99,1.0,14.99
25.0,56,0.0,0.0,10056.0,10056.0,14.99,1.0,14.99
25.0,57,0.0,0.0,10057.0,10057.0,14.99,1.0,14.99
25.0,58,0.0,0.0,10058.0,10058.0,14.99,1.0,14.99
25.0,59,0.0,0.0,10059.0,10059.0,14.99,1.0,14.99
25.0,60,0.0,0.0,10060.0,10060.0,14.99,1.0,14.99
25.0,61,0.0,0.0,10061.0,10061.0,14.99,1.0,14.99
25.0,62,0.0,0.0,10062.0,10062.0,14.99,1.0,14.99
25.0,63,0.0,0.0,10063.0,10063.0,14.99,1.0,14.99
25.0,64,0.0,0.0,10064.0,10064.0,14.99,1.0,14.99
25.0,65,0.0,0.0,10065.0,10065.0,14.99,1.0,14.99
25.0,66,0.0,0.0,10066.0,10066.0,14.99,1.0,14.99
25.0,67,0.0,0.0,10067.0,10067.0,14.99,1.0,14.99
25.0,68,0.0,0.0,10068.0,10068.0,14.99,1.0,14.99
25.0,69,0.0,0.0,10069.0,10069.0,14.99,1.0,14.99
25.0,70,0.0,0.0,10070.0,10070.0,14.99,1.0,14.99
25.0,71,0.0,0.0,10071.0,10071.0,14.99,1.0,14.99
25.0,72,0.0,0.0,10072.0,10072.0,14.99,1.0,14.99
25.0,73,0.0,0.0,10073.0,10073.0,14.99,1.0,14.99
25.0,74,0.0,0.0,10074.0,10074.0,14.99,1.0,14.99
25.0,75,0.0,0.0,10075.0,10075.0,14.99,1.0,14.99
25.0,76,0.0,0.0,10076.0,10076.0,14.99,1.0,14.99
39.0,0,15.36,1.0,0.0,0.0,15.36,1.0,15.36
39.0,1,0.0,0.0,10001.0,10001.0,15.36,1.0,15.36
39.0,2,0.0,0.0,10002.0,10002.0,15.36,1.0,15.36
39.0,3,0.0,0.0,10003.0,10003.0,15.36,1.0,15.36
39.0,4,0.0,0.0,10004.0,10004.0,15.36,1.0,15.36
39.0,5,0.0,0.0,10005.0,10005.0,15.36,1.0,15.36
39.0,6,0.0,0.0,10006.0,10006.0,15.36,1.0,15.36
39.0,7,0.0,0.0,10007.0,10007.0,15.36,1.0,15.36
39.0,8,0.0,0.0,10008.0,10008.0,15.36,1.0,15.36
39.0,9,0.0,0.0,10009.0,10009.0,15.36,1.0,15.36
39.0,10,0.0,0.0,10010.0,10010.0,15.36,1.0,15.36
39.0,11,0.0,0.0,10011.0,10011.0,15.36,1.0,15.36
39.0,12,0.0,0.0,10012.0,10012.0,15.36,1.0,15.36
39.0,13,0.0,0.0,10013.0,10013.0,15.36,1.0,15.36
39.0,14,0.0,0.0,10014.0,10014.0,15.36,1.0,15.36
39.0,15,0.0,0.0,10015.0,10015.0,15.36,1.0,15.36
39.0,16,0.0,0.0,10016.0,10016.0,15.36,1.0,15.36
39.0,17,0.0,0.0,10017.0,10017.0,15.36,1.0,15.36
39.0,18,0.0,0.0,10018.0,10018.0,15.36,1.0,15.36
39.0,19,0.0,0.0,10019.0,10019.0,15.36,1.0,15.36
39.0,20,0.0,0.0,10020.0,10020.0,15.36,1.0,15.36
39.0,21,0.0,0.0,10021.0,10021.0,15.36,1.0,15.36
39.0,22,0.0,0.0,10022.0,10022.0,15.36,1.0,15.36
39.0,23,0.0,0.0,10023.0,10023.0,15.36,1.0,15.36
39.0,24,0.0,0.0,10024.0,10024.0,15.36,1.0,15.36
39.0,25,0.0,0.0,10025.0,10025.0,15.36,1.0,15.36
39.0,26,0.0,0.0,10026.0,10026.0,15.36,1.0,15.36
39.0,27,0.0,0.0,10027.0,10027.0,15.36,1.0,15.36
39.0,28,0.0,0.0,10028.0,10028.0,15.36,1.0,15.36
39.0,29,0.0,0.0,10029.0,10029.0,15.36,1.0,15.36
39.0,30,0.0,0.0,10030.0,10030.0,15.36,1.0,15.36
39.0,31,0.0,0.0,10031.0,10031.0,15.36,1.0,15.36
39.0,32,0.0,0.0,10032.0,10032.0,15.36,1.0,15.36
39.0,33,0.0,0.0,10033.0,10033.0,15.36,1.0,15.36
39.0,34,0.0,0.0,10034.0,10034.0,15.36,1.0,15.36
39.0,35,0.0,0.0,10035.0,10035.0,15.36,1.0,15.36
39.0,36,0.0,0.0,10036.0,10036.0,15.36,1.0,15.36
39.0,37,0.0,0.0,10037.0,10037.0,15.36,1.0,15.36
39.0,38,0.0,0.0,10038.0,10038.0,15.36,1.0,15.36
39.0,39,0.0,0.0,10039.0,10039.0,15.36,1.0,15.36
39.0,40,16.99,1.0,0.0,40.0,32.349999999999994,2.0,16.174999999999997
39.0,41,0.0,0.0,10041.0,10041.0,32.349999999999994,2.0,16.174999999999997
39.0,42,0.0,0.0,10042.0,10042.0,32.349999999999994,2.0,16.174999999999997
39.0,43,0.0,0.0,10043.0,10043.0,32.349999999999994,2.0,16.174999999999997
39.0,44,0.0,0.0,10044.0,10044.0,32.349999999999994,2.0,16.174999999999997
39.0,45,0.0,0.0,10045.0,10045.0,32.349999999999994,2.0,16.174999999999997
39.0,46,0.0,0.0,10046.0,10046.0,32.349999999999994,2.0,16.174999999999997
39.0,47,0.0,0.0,10047.0,10047.0,32.349999999999994,2.0,16.174999999999997
39.0,48,0.0,0.0,10048.0,10048.0,32.349999999999994,2.0,16.174999999999997
39.0,49,0.0,0.0,10049.0,10049.0,32.349999999999994,2.0,16.174999999999997
39.0,50,0.0,0.0,10050.0,10050.0,32.349999999999994,2.0,16.174999999999997
39.0,51,0.0,0.0,10051.0,10051.0,32.349999999999994,2.0,16.174999999999997
39.0,52,0.0,0.0,10052.0,10052.0,32.349999999999994,2.0,16.174999999999997
39.0,53,0.0,0.0,10053.0,10053.0,32.349999999999994,2.0,16.174999999999997
39.0,54,0.0,0.0,10054.0,10054.0,32.349999999999994,2.0,16.174999999999997
39.0,55,0.0,0.0,10055.0,10055.0,32.349999999999994,2.0,16.174999999999997
