,True 20,True 21,True 22,True 23,True 24,True 25,True 26,True 27,True 28,True 29,True 30,True 31,True 32,True 33,True 34,True 35,True 36,True 37,True 38,True 39,True 40,True 41,True 42,True 43,True 44,True 45,True 46,True 47
10,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,598.5,598.5,598.5,598.5,598.5,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334,522.3333333333334
11,0.0,0.0,0.0,0.0,0.0,885.0,885.0,885.0,885.0,885.0,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,319.6666666666667,249.5,249.5
12,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,691.0,470.5,470.5,470.5,470.5,470.5,470.5
13,0.0,0.0,0.0,0.0,0.0,44.0,44.0,44.0,44.0,44.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,554.6666666666666,554.6666666666666,554.6666666666666,554.6666666666666,554.6666666666666,554.6666666666666
14,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,351.5,351.5,351.5,351.5,267.6666666666667,267.6666666666667,267.6666666666667,267.6666666666667,267.6666666666667,267.6666666666667,267.6666666666667,267.6666666666667,267.6666666666667,267.6666666666667
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,114.0,242.66666666666666,242.66666666666666,242.66666666666666,242.66666666666666,242.66666666666666,242.66666666666666,242.66666666666666,242.66666666666666,242.66666666666666,242.66666666666666,242.66666666666666,242.66666666666666
17,0.0,0.0,0.0,0.0,0.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,118.0,118.0,118.0,118.0,118.0,118.0,143.66666666666666,143.66666666666666,143.66666666666666,143.66666666666666,143.66666666666666,143.66666666666666
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,179.0,179.0,179.0,179.0,179.0,104.5,104.5,402.6666666666667,402.6666666666667,402.6666666666667,402.6666666666667,402.6666666666667,402.6666666666667
19,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,387.5,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,473.5
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.5,440.5,440.5,440.5,440.5,440.5,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667,477.6666666666667
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,322.0,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333,381.3333333333333
22,0.0,0.0,0.0,0.0,0.0,606.9,606.9,606.9,606.9,606.9,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,440.45,518.9666666666667
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,896.25,896.25,896.25,896.25,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5,617.5
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.5,1096.5,1096.5,1096.5,772.25,772.25,591.5,591.5,591.5,591.5,591.5,591.5,591.5,591.5,591.5,591.5
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,300.0,300.0,300.0,300.0,300.0,300.0,357.0,357.0,357.0,357.0,357.0,357.0,357.0,357.0,357.0,357.0
26,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,244.5,244.5,244.5,244.5,244.5,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996,264.10999999999996
27,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,203.66666666666666,203.66666666666666,203.66666666666666,203.66666666666666,203.66666666666666,203.66666666666666
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,330.99,330.99
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.54,192.54,197.51333333333332,197.51333333333332,197.51333333333332,197.51333333333332,160.635,160.635,160.635,160.635,160.635,160.635,160.635,160.635,160.635,160.635
30,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,348.31,318.87333333333333,318.87333333333333,318.87333333333333,318.87333333333333,318.87333333333333,318.87333333333333
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,140.0,254.0,254.0,254.0,254.0,569.3333333333334,569.3333333333334,569.3333333333334,569.3333333333334,569.3333333333334,569.3333333333334,569.3333333333334,569.3333333333334,569.3333333333334,569.3333333333334
32,0.0,0.0,0.0,0.0,0.0,210.2,210.2,210.2,210.2,210.2,115.1,115.1,115.1,115.1,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666,410.06666666666666
33,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,278.25,278.25,278.25,278.25,278.25,278.25,278.25,278.25,278.25,278.25,278.25,278.25,278.25,278.25,278.25,197.83333333333334,197.83333333333334
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,351.0,351.0,351.0,347.125,347.125,347.125,347.125,347.125,347.125,347.125,347.125,347.125,347.125,347.125,347.125,347.125
35,300.0,300.0,300.0,300.0,300.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0
36,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,196.0,196.0,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334,146.33333333333334
37,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,76.66666666666667,76.66666666666667,76.66666666666667,76.66666666666667,76.66666666666667,76.66666666666667,76.66666666666667,76.66666666666667,76.66666666666667,76.66666666666667,76.66666666666667,76.66666666666667
38,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,193.69,193.69,193.69,193.69,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667,179.12666666666667
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,258.0,258.0,258.0,258.0,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334,205.33333333333334
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,257.3333333333333
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,237.0,318.0,318.0,228.66666666666666,228.66666666666666,228.66666666666666,228.66666666666666,228.66666666666666,228.66666666666666,228.66666666666666,228.66666666666666,228.66666666666666,228.66666666666666,228.66666666666666,228.66666666666666
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,510.5,510.5,510.5,510.5,510.5,510.5
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,368.0,258.0,258.0,258.0,258.0,258.0,258.0,305.3333333333333,305.3333333333333,305.3333333333333,305.3333333333333,305.3333333333333,305.3333333333333,305.3333333333333,305.3333333333333,305.3333333333333,305.3333333333333
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,197.0,304.5,304.5,304.5,304.5,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0
45,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,201.575,201.575,201.575,201.575,201.575,201.575,147.71666666666667,147.71666666666667,147.71666666666667,147.71666666666667,147.71666666666667,147.71666666666667,147.71666666666667,147.71666666666667,147.71666666666667,147.71666666666667,147.71666666666667,147.71666666666667
46,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,519.5,519.5,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0
47,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,298.5,298.5,298.5,298.5,298.5,298.5,262.3333333333333,262.3333333333333,262.3333333333333,262.3333333333333,262.3333333333333,262.3333333333333,262.3333333333333,262.3333333333333,262.3333333333333,262.3333333333333,262.3333333333333
48,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,224.755,224.755,224.755,224.755,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667,189.83666666666667
49,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,412.5,412.5,412.5,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667,441.6666666666667
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,297.5,297.5,297.5,297.5,297.5,297.5,297.5,565.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,200.5,200.5,200.5,200.5,200.5,200.5,200.5,200.5,200.5,200.5
52,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,509.53499999999997
53,0.0,0.0,0.0,0.0,0.0,305.31,305.31,305.31,305.31,305.31,182.655,182.655,182.655,182.655,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332,135.10333333333332
54,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,419.5,419.5,419.5,419.5,301.3333333333333,301.3333333333333,301.3333333333333,301.3333333333333,301.3333333333333,301.3333333333333,301.3333333333333,301.3333333333333,301.3333333333333,301.3333333333333,301.3333333333333,351.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1080.0,584.57,584.57,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333,439.7133333333333
56,455.8,455.8,455.8,455.8,455.8,502.9,502.9,502.9,502.9,502.9,502.9,502.9,502.9,502.9,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333,601.9333333333333
57,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,280.0,280.0,280.0,280.0,280.0,280.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,299.0,299.0,236.43,574.2866666666667,574.2866666666667,574.2866666666667,574.2866666666667,574.2866666666667,574.2866666666667,574.2866666666667,574.2866666666667,574.2866666666667,574.2866666666667,574.2866666666667,574.2866666666667
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,354.3333333333333,354.3333333333333,354.3333333333333,354.3333333333333,354.3333333333333,354.3333333333333,354.3333333333333,354.3333333333333,354.3333333333333,354.3333333333333
60,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,186.0,186.0,186.0,186.0,186.0,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666,240.66666666666666
61,0.0,0.0,0.0,0.0,0.0,525.0,525.0,525.0,525.0,525.0,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,312.5,261.3333333333333,261.3333333333333,261.3333333333333,261.3333333333333,261.3333333333333,261.3333333333333
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.66,1208.66,1208.66,1208.66,1208.66,629.33,629.33,629.33,629.33,629.33,629.33,629.33,436.22,436.22,436.22,436.22,436.22,436.22
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,56.666666666666664
64,0.0,0.0,0.0,0.0,0.0,334.9,334.9,334.9,334.9,267.45,267.45,267.45,267.45,267.45,267.45,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667,344.9666666666667
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.42,65.71000000000001,65.71000000000001,65.71000000000001,65.71000000000001,65.71000000000001,65.71000000000001,65.71000000000001,65.71000000000001,110.47333333333334,110.47333333333334,97.605,97.605,97.605,97.605,97.605,97.605,97.605,97.605
66,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,199.33333333333334,199.33333333333334,199.33333333333334,199.33333333333334,199.33333333333334,199.33333333333334
67,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,226.66666666666666,226.66666666666666
68,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,226.0
69,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,410.0,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333
70,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,477.5,351.6666666666667
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,352.5,352.5,352.5,352.5,568.3333333333334,568.3333333333334,568.3333333333334,568.3333333333334,568.3333333333334,568.3333333333334,568.3333333333334,568.3333333333334,568.3333333333334,568.3333333333334,568.3333333333334,568.3333333333334
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,219.38666666666666,219.38666666666666,219.38666666666666,219.38666666666666,219.38666666666666,219.38666666666666,219.38666666666666,219.38666666666666,219.38666666666666,219.38666666666666
73,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,119.75,119.75,119.75,119.75,119.75,125.73333333333333,125.73333333333333,125.73333333333333,125.73333333333333,125.73333333333333,125.73333333333333,125.73333333333333,125.73333333333333,125.73333333333333,125.73333333333333,125.73333333333333,125.73333333333333
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,283.0,406.5,406.5,406.5,406.5,406.5,406.5,406.5,406.5,406.5,406.5,406.5,406.5,406.5,406.5,406.5,491.3333333333333
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,532.0,394.6666666666667,394.6666666666667,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25
76,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,744.0,744.0,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666,562.6666666666666
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.18,136.18,136.18,136.18,368.09000000000003,368.09000000000003,368.09000000000003,368.09000000000003,368.09000000000003,368.09000000000003,368.09000000000003,368.09000000000003,378.7266666666667,378.7266666666667
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,305.0,305.0,305.0,305.0,247.66666666666666,247.66666666666666,247.66666666666666,247.66666666666666,247.66666666666666,247.66666666666666,247.66666666666666,247.66666666666666,247.66666666666666,247.66666666666666,247.66666666666666,247.66666666666666
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,654.0,574.5,574.5,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333,416.3333333333333
80,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,258.75,258.75,258.75,258.75,258.75,258.75,232.5,232.5,232.5,232.5,232.5,232.5
81,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,197.5,143.33333333333334,143.33333333333334
82,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,296.3333333333333,296.3333333333333,296.3333333333333,296.3333333333333,296.3333333333333,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25,322.25
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,824.0,824.0,824.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0
84,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,443.3333333333333,443.3333333333333,443.3333333333333,443.3333333333333,443.3333333333333,443.3333333333333,443.3333333333333,443.3333333333333,443.3333333333333,443.3333333333333
85,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,316.6666666666667
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,520.5,520.5,520.5,520.5,520.5,520.5,520.5,520.5,520.5,430.3333333333333
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,291.81666666666666
88,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,651.0,651.0,651.0,651.0,651.0,651.0,651.0,600.6666666666666,600.6666666666666,600.6666666666666,600.6666666666666,600.6666666666666,600.6666666666666,600.6666666666666,600.6666666666666,600.6666666666666,600.6666666666666
89,154.24,154.24,154.24,154.24,154.24,154.24,154.24,154.24,154.24,402.12,402.12,402.12,402.12,402.12,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336,501.41333333333336
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,862.0,862.0,656.0,656.0,656.0,656.0,656.0,656.0,609.4,609.4,609.4,609.4,609.4,609.4,609.4,609.4,609.4,609.4
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,300.5,300.5,300.5,300.5,300.5,283.6666666666667,283.6666666666667,283.6666666666667,283.6666666666667,283.6666666666667,283.6666666666667,283.6666666666667,283.6666666666667,283.6666666666667,283.6666666666667,283.6666666666667,283.6666666666667
92,0.0,0.0,0.0,0.0,0.0,792.0,792.0,792.0,792.0,792.0,699.45,699.45,699.45,699.45,699.45,699.45,699.45,699.45,499.6333333333334,499.6333333333334,499.6333333333334,499.6333333333334,499.6333333333334,499.6333333333334,499.6333333333334,499.6333333333334,499.6333333333334,499.6333333333334
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,760.5,760.5,760.5,593.6666666666666,593.6666666666666,593.6666666666666,593.6666666666666,593.6666666666666,593.6666666666666,593.6666666666666,593.6666666666666,593.6666666666666,593.6666666666666,593.6666666666666,593.6666666666666
94,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,614.0,450.03999999999996,450.03999999999996,450.03999999999996,450.03999999999996,450.03999999999996,450.03999999999996,450.03999999999996,450.03999999999996,450.03999999999996,450.03999999999996
95,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,128.5,128.5,128.5,128.5,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333,347.3333333333333
