,True 20,True 21,True 22,True 23,True 24,True 25,True 26,True 27,True 28,True 29,True 30,True 31,True 32,True 33,True 34,True 35,True 36,True 37,True 38,True 39,True 40,True 41,True 42,True 43,True 44,True 45,True 46,True 47,True 48,True 49,True 50,True 51,True 52,True 53,True 54,True 55,True 56,True 57,True 58,True 59,True 60,True 61,True 62,True 63,True 64,True 65,True 66,True 67,True 68,True 69,True 70,True 71,True 72,True 73,True 74,True 75
10,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.074482758620691,10.705333333333334,10.360000000000001,10.03625,9.732121212121212,9.445882352941178,9.176,8.921111111111111,8.680000000000001,8.451578947368422,8.234871794871795,8.288,8.085853658536585,7.893333333333334
11,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,18.54,17.900689655172414,17.304,16.745806451612903,16.2225,15.73090909090909,15.268235294117646,14.832,14.42,14.03027027027027,12.66140350877193,12.336752136752137,12.028333333333332,11.734959349593495,11.455555555555556
12,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,23.85,18.39666666666667,18.39666666666667,18.39666666666667,18.39666666666667,18.39666666666667,17.762298850574712,17.170222222222222,16.616344086021506,16.097083333333334,15.60929292929293,15.150196078431373,14.717333333333334,14.308518518518518,13.921801801801802,13.555438596491229,13.207863247863248,12.877666666666666,12.563577235772359,12.264444444444445
13,12.735,12.735,12.735,12.735,12.735,12.735,12.735,12.735,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,13.81,12.73,12.73,12.73,12.73,12.73,12.73,12.482,12.482,12.051586206896552,11.728888888888891,11.350537634408605,10.995833333333335,10.662626262626265,10.34901960784314,10.053333333333335,9.774074074074075,9.509909909909911,9.25964912280702,9.022222222222224,8.572375,8.36329268292683,8.164166666666667
14,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.467586206896552,8.185333333333334,7.921290322580645,7.67375,7.441212121212121,7.222352941176471,7.016,6.821111111111112,6.636756756756757,9.122105263157895,8.888205128205128,8.666,8.454634146341464,8.253333333333334
15,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.636666666666667,17.028505747126438,16.46088888888889,15.92989247311828,15.432083333333333,14.964444444444444,14.524313725490195,14.109333333333334,13.717407407407407,13.346666666666666,12.995438596491228,12.662222222222223,12.345666666666666,12.044552845528456,11.757777777777777
16,11.77,11.77,11.77,11.77,11.77,11.77,13.28,13.28,13.28,13.28,13.28,13.28,13.28,13.28,12.443333333333333,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.924999999999999,12.479310344827585,12.063333333333333,11.674193548387096,11.309375,10.966666666666667,10.644117647058822,10.34,10.052777777777777,9.78108108108108,9.523684210526316,9.279487179487178,9.0475,8.826829268292682,8.616666666666665
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.143,9.895609756097562,9.66
18,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.823333333333332,15.277701149425285,14.768444444444443,14.292043010752687,13.55375,13.143030303030304,12.756470588235295,12.392000000000001,12.047777777777778,11.722162162162164,11.413684210526316,11.121025641025641,10.843,10.578536585365855,10.326666666666668
19,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,15.559999999999999,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,17.366666666666667,16.76781609195402,16.20888888888889,15.686021505376344,15.195833333333333,14.653333333333334,14.22235294117647,13.816,13.077555555555556,12.724108108108108,12.389263157894737,12.071589743589744,11.7698,11.482731707317074,11.209333333333333
20,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.570000000000002,12.55,12.55,12.55,12.55,12.117241379310347,11.713333333333335,11.335483870967742,10.981250000000001,10.64848484848485,10.33529411764706,10.040000000000001,9.761111111111113,9.497297297297298,9.247368421052633,9.010256410256412,8.785,8.570731707317075,8.366666666666667
21,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,38.085,36.77172413793104,35.54600000000001,34.399354838709684,33.324375,32.31454545454546,31.364117647058826,30.468000000000004,29.62166666666667,28.821081081081083,28.06263157894737,27.343076923076925,26.6595,26.00926829268293,25.390000000000004
22,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,17.475,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,16.30666666666667,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,17.717241379310348,17.12666666666667,16.5741935483871,16.056250000000002,15.569696969696972,15.111764705882354,14.680000000000001,14.272222222222224,13.886486486486488,13.521052631578948,13.174358974358976,12.845000000000002,12.531707317073172,12.233333333333334
23,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.959999999999999,14.444137931034483,18.638666666666666,18.037419354838708,17.47375,16.94424242424242,16.445882352941176,15.975999999999999,15.532222222222222,15.112432432432431,14.714736842105262,14.337435897435897,13.979,13.638048780487804,13.313333333333333
24,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.635,9.302758620689655,8.992666666666667,8.702580645161289,8.430625,8.175151515151514,7.93470588235294,7.707999999999999,7.493888888888888,7.29135135135135,7.099473684210525,10.352820512820513,10.094,9.84780487804878,9.613333333333333
25,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,22.7,17.345,17.345,16.393333333333334,16.393333333333334,16.393333333333334,16.393333333333334,16.393333333333334,17.2925,17.2925,18.131999999999998,18.131999999999998,18.131999999999998,18.131999999999998,18.131999999999998,18.131999999999998,18.131999999999998,18.131999999999998,18.131999999999998,18.131999999999998,19.273333333333333,19.273333333333333,19.273333333333333,19.273333333333333,19.273333333333333,18.608735632183908,17.988444444444443,17.40817204301075,16.864166666666666,16.353131313131314,15.872156862745097,15.418666666666667,14.99037037037037,14.585225225225225,14.201403508771929,13.837264957264956,13.491333333333333,13.162276422764227,12.848888888888888
26,29.755000000000003,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.55,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,28.4075,27.427931034482757,26.513666666666666,25.65838709677419,24.8565625,24.10333333333333,23.394411764705882,22.726,22.09472222222222,21.497567567567568,20.931842105263158,20.395128205128206,19.88525,19.400243902439023,18.938333333333333
27,13.97,13.97,13.97,13.97,13.97,13.97,13.97,13.97,13.97,13.97,13.97,13.97,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,15.165000000000001,14.642068965517241,14.154,13.04258064516129,12.635,12.252121212121212,11.891764705882352,11.552,11.231111111111112,10.927567567567568,10.64,10.367179487179486,10.108,9.861463414634146,9.626666666666667
28,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,9.98,17.355,17.355,17.355,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,17.566666666666666,19.83655172413793,19.175333333333334,18.556774193548385,17.976875,17.432121212121213,16.91941176470588,16.436,15.979444444444445,15.547567567567567,15.138421052631578,14.75025641025641,14.381499999999999,14.030731707317074,13.696666666666667
29,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,34.405,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,27.099999999999998,26.16551724137931,25.293333333333333,24.47741935483871,23.7125,22.993939393939392,22.31764705882353,21.68,21.077777777777776,20.508108108108107,19.968421052631577,19.456410256410255,18.97,18.507317073170732,18.066666666666666
30,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,23.640000000000004,23.640000000000004,23.640000000000004,23.640000000000004,23.640000000000004,23.640000000000004,26.419999999999998,26.419999999999998,26.419999999999998,27.182499999999997,27.182499999999997,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,23.244,22.442482758620688,21.694399999999998,20.99458064516129,20.3385,19.722181818181816,19.142117647058825,18.5952,18.078666666666667,17.590054054054054,17.127157894736843,16.688,16.2708,15.873951219512195,15.496
31,12.77,12.77,12.77,19.63,19.63,19.63,19.63,19.63,19.63,19.63,19.63,19.63,19.63,19.63,19.63,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,20.083333333333332,19.39080459770115,18.744444444444444,18.139784946236556,17.572916666666664,17.040404040404038,16.539215686274506,16.066666666666663,15.620370370370368,15.198198198198195,14.798245614035086,14.418803418803417,14.058333333333332,13.715447154471542,13.388888888888888
32,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.734999999999996,18.088965517241377,17.485999999999997,16.921935483870964,16.393124999999998,15.896363636363635,15.428823529411762,14.987999999999998,14.571666666666665,14.177837837837837,13.804736842105262,13.450769230769229,13.114499999999998,12.794634146341462,12.489999999999998
33,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,14.830344827586206,14.336,13.873548387096774,13.44,13.032727272727271,12.649411764705881,12.288,11.946666666666665,11.623783783783784,11.317894736842105,11.027692307692307,10.751999999999999,13.358048780487806,13.040000000000001
34,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,12.94758620689655,12.515999999999998,12.112258064516128,11.733749999999999,11.378181818181817,11.043529411764705,10.728,10.43,10.148108108108108,9.881052631578946,9.627692307692307,9.386999999999999,9.158048780487803,8.94
35,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,29.665,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,24.106666666666666,23.275402298850576,22.499555555555556,21.773763440860215,21.093333333333334,20.454141414141414,19.852549019607842,19.285333333333334,18.74962962962963,18.242882882882885,17.76280701754386,17.30735042735043,16.874666666666666,16.46308943089431,16.07111111111111
36,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,30.715,34.800000000000004,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,29.2225,28.214827586206898,27.274333333333335,26.394516129032258,25.5696875,24.794848484848487,24.06558823529412,23.378,22.72861111111111,22.114324324324325,21.53236842105263,20.98025641025641,20.455750000000002,19.956829268292683,19.481666666666666
37,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,15.36,14.830344827586206,14.336,13.873548387096774,13.44,13.032727272727271,12.649411764705881,12.288,11.946666666666665,11.623783783783784,11.317894736842105,11.027692307692307,10.751999999999999,10.489756097560976,10.24
38,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.364137931034483,10.985333333333333,9.601290322580645,10.28125,9.969696969696969,9.676470588235293,9.4,9.13888888888889,11.300270270270271,11.002894736842105,10.720769230769232,10.45275,10.19780487804878,9.955
39,8.77,8.77,8.77,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,9.27,10.607816091954023,10.254222222222221,9.923440860215054,9.613333333333333,9.322020202020202,9.047843137254901,8.789333333333333,8.545185185185185,8.314234234234235,8.095438596491228,7.8878632478632476,7.690666666666667,7.503089430894309,7.3244444444444445
40,27.700000000000006,27.700000000000006,27.700000000000006,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,23.3975,22.590689655172415,21.837666666666667,21.133225806451613,20.4728125,19.85242424242424,19.268529411764707,18.718,18.198055555555555,17.706216216216216,17.240263157894738,16.79820512820513,16.37825,15.978780487804878,15.598333333333333
