,True 300,True 301,True 302,True 303,True 304,True 305,True 306,True 307,True 308,True 309,True 310,True 311
10,3905.7311787072244,3900.7852272727273,3900.7852272727273,3881.564419475655,3899.271268656716,3899.271268656716,3899.271268656716,3878.234814814815,3871.24044117647,3871.24044117647,3871.24044117647,3857.5080586080585
11,3114.0448648648653,3114.0448648648653,3114.0448648648653,3098.0274193548385,3118.203743315508,3106.0271276595745,3106.0271276595745,3120.8884210526317,3142.4989583333336,3130.511917098446,3130.511917098446,3115.111855670103
12,1680.306896551724,1680.306896551724,1680.306896551724,1656.3169491525423,1678.7116666666666,1678.7116666666666,1678.7116666666666,1637.6870967741936,1637.6870967741936,1637.6870967741936,1637.6870967741936,1610.8
13,2184.2775167785235,2184.2775167785235,2184.2775167785235,2188.1639999999998,2185.41926910299,2181.5668874172184,2181.5668874172184,2174.7013201320133,2182.7622950819673,2184.6400651465797,2179.625,2172.8546925566343
14,2485.0753164556963,2485.0753164556963,2487.015141955836,2491.975862068966,2493.4696875,2486.1535825545175,2493.339440993789,2485.874303405573,2499.635076923077,2487.6954128440366,2487.6954128440366,2480.3033536585367
15,2684.954512635379,2681.411510791367,2676.4602150537635,2681.0395017793594,2677.406713780919,2677.406713780919,2677.406713780919,2668.3056338028173,2659.0589473684213,2664.8,2658.9993031358886,2650.1038194444445
16,3401.012676056338,3401.012676056338,3401.012676056338,3353.8158620689655,3380.9612244897958,3386.7587837837837,3386.7587837837837,3364.836241610738,3347.313157894737,3353.141176470588,3353.141176470588,3327.090322580645
17,2197.57268907563,2197.57268907563,2197.57268907563,2200.5262500000003,2201.121576763486,2201.121576763486,2201.121576763486,2192.4628099173556,2201.311475409836,2201.311475409836,2195.795918367347,2187.265853658537
18,2727.072,2727.072,2727.072,2694.919736842105,2719.370512820513,2719.370512820513,2706.467088607595,2686.1123456790124,2709.3024096385543,2709.3024096385543,2709.3024096385543,2680.175
19,2903.6246753246755,2903.6246753246755,2903.6246753246755,2881.1197424892703,2894.999574468085,2894.999574468085,2894.999574468085,2884.0699152542375,2890.4768907563025,2892.2229166666666,2886.860995850622,2876.3396694214875
20,2043.5293478260871,2043.5293478260871,2043.5293478260871,2025.552688172043,2026.3936842105263,2026.3936842105263,2026.3936842105263,2009.2989583333335,2009.7907216494846,2033.237,2033.237,2016.9990099009901
21,2351.45625,2351.45625,2351.45625,2335.869655172414,2352.3587837837836,2345.2959731543624,2345.2959731543624,2330.254,2343.146357615894,2353.1771241830065,2353.1771241830065,2338.333116883117
22,2369.599115044248,2341.171304347826,2341.171304347826,2322.056896551724,2342.2,2342.2,2342.2,2323.543697478992,2323.543697478992,2351.6891666666666,2335.9727272727273,2317.727049180328
23,2493.476785714286,2493.476785714286,2493.476785714286,2480.0929824561404,2503.8413793103446,2503.8413793103446,2503.8413793103446,2483.2717948717946,2488.379661016949,2506.3680672268906,2488.815,2468.9512396694213
24,4120.740740740741,4103.435582822086,4103.435582822086,4079.868902439024,4079.868902439024,4104.112121212122,4117.340361445783,4094.2041916167664,4094.2041916167664,4117.929166666667,4117.929166666667,4090.7258823529414
25,2412.4411290322582,2423.5416,2423.5416,2406.1436507936505,2419.5362204724406,2419.5362204724406,2419.5362204724406,2402.4765625,2415.68992248062,2415.68992248062,2413.2615384615383,2396.828244274809
26,2842.607368421053,2842.607368421053,2842.607368421053,2809.542268041237,2840.097959183673,2840.097959183673,2840.097959183673,2812.1777777777775,2832.768316831683,2832.768316831683,2834.01568627451,2789.666346153846
27,3661.040625,3661.040625,3661.040625,3666.165979381443,3682.67282051282,3682.67282051282,3682.67282051282,3670.74923857868,3686.982828282828,3686.982828282828,3686.982828282828,3668.5965
28,1735.4515384615386,1733.016858237548,1733.016858237548,1722.8155893536123,1737.2708333333333,1736.922641509434,1741.21992481203,1734.0182835820897,1751.2737037037039,1750.8815498154981,1750.8815498154981,1744.7404411764708
29,2462.7424908424905,2462.7424908424905,2474.192335766423,2475.025,2474.295667870036,2474.295667870036,2474.295667870036,2471.570967741936,2477.873404255319,2477.873404255319,2477.873404255319,2469.3480565371024
30,2497.515189873418,2497.515189873418,2497.515189873418,2439.3592592592595,2498.159756097561,2498.159756097561,2498.159756097561,2469.6915662650604,2419.898823529412,2476.1906976744185,2476.1906976744185,2449.229885057471
31,1926.4867346938777,1926.4867346938777,1926.4867346938777,1909.2323232323233,1911.8910891089108,1925.6470588235295,1925.6470588235295,1909.2349514563107,1911.792380952381,1925.0301886792454,1934.1420560747665,1918.7203703703703
32,1311.431343283582,1306.1161764705882,1306.1161764705882,1326.4608695652175,1326.4608695652175,1321.0828571428572,1321.6425531914895,1313.1894366197182,1313.1894366197182,1313.7965034965034,1308.1451388888888,1302.376712328767
33,4182.822093023256,4182.822093023256,4182.822093023256,4191.017714285714,4190.784659090909,4190.784659090909,4190.784659090909,4168.4,4173.509392265193,4173.509392265193,4173.509392265193,4151.541208791209
34,2533.8898148148146,2533.8898148148146,2533.8898148148146,2511.5449541284406,2519.34,2519.34,2519.34,2497.747747747748,2515.212389380531,2504.7280701754385,2492.686956521739,2472.073275862069
35,4825.929347826087,4825.929347826087,4825.929347826087,4741.744791666667,4827.09793814433,4827.09793814433,4827.09793814433,4758.743434343434,4728.946534653465,4728.946534653465,4728.946534653465,4683.387254901961
36,1852.1228571428571,1852.1228571428571,1852.1228571428571,1802.572222222222,1802.572222222222,1802.572222222222,1802.572222222222,1755.7243243243245,1755.7243243243245,1755.7243243243245,1755.7243243243245,1711.913157894737
37,1796.88515625,1796.88515625,1796.88515625,1783.917054263566,1787.5176923076922,1799.658778625954,1790.3431818181816,1769.7268656716417,1769.7268656716417,1776.8861313868613,1765.0971014492752,1753.2122302158273
38,1316.35,1316.35,1316.35,1315.0265432098765,1319.1908536585365,1321.8927272727271,1321.8927272727271,1314.939156626506,1320.4431952662721,1323.0582352941176,1319.3561403508772,1312.5732558139534
39,2538.5301115241637,2538.5301115241637,2538.5301115241637,2523.7660516605165,2528.972794117647,2527.8043956043957,2527.8043956043957,2519.0339416058396,2519.0339416058396,2523.0626811594207,2523.0626811594207,2509.403237410072
40,1363.561320754717,1363.561320754717,1363.561320754717,1359.5827586206897,1363.7015527950311,1363.7015527950311,1363.7015527950311,1359.7823529411764,1358.678086419753,1363.848773006135,1360.2284403669726,1356.348780487805
41,1634.493333333333,1634.493333333333,1629.5452830188678,1615.3289719626168,1631.8814814814816,1637.7174311926606,1637.7174311926606,1623.8254545454545,1639.854054054054,1633.2902654867255,1633.2902654867255,1619.836842105263
42,2246.552380952381,2246.552380952381,2246.552380952381,2198.4860465116276,2198.4860465116276,2198.4860465116276,2198.4860465116276,2151.140909090909,2151.140909090909,2151.140909090909,2151.140909090909,2151.140909090909
43,3685.5227722772274,3685.5227722772274,3685.5227722772274,3650.685294117647,3650.685294117647,3685.028155339806,3685.028155339806,3650.7317307692306,3650.7317307692306,3650.7317307692306,3650.7317307692306,3650.7317307692306
44,1469.4537500000001,1469.4537500000001,1469.4537500000001,1454.6000000000001,1454.6000000000001,1454.6000000000001,1454.6000000000001,1440.35,1440.35,1468.7795180722892,1468.7795180722892,1455.0488095238095
45,2667.7955696202534,2700.7025157232706,2700.7025157232706,2685.175,2673.3271604938273,2707.8658536585367,2726.6060606060605,2711.3656626506026,2687.7244047619047,2687.933529411765,2687.933529411765,2673.4233918128657
46,3021.0326923076923,3021.0326923076923,3021.0326923076923,3023.4885931558933,3014.3011363636365,3014.3011363636365,3014.3011363636365,2997.2428571428572,3004.4537313432834,3004.4537313432834,3004.4537313432834,2990.4529629629633
47,3563.331355932203,3563.331355932203,3563.331355932203,3549.714876033058,3586.495901639344,3586.495901639344,3586.495901639344,3559.7073170731705,3573.888,3573.888,3573.888,3547.9
48,2883.0663414634146,2939.4592233009707,2939.4592233009707,2928.028846153846,2915.822966507177,2940.0333333333333,2940.0333333333333,2971.4292452830186,2961.1822429906542,2968.3395348837207,2968.3395348837207,2955.5680555555555
49,4138.383333333333,4138.383333333333,4145.273134328358,4090.458823529412,4146.034285714286,4146.034285714286,4146.034285714286,4171.097183098592,4171.097183098592,4235.864383561643,4235.864383561643,4182.991891891892
50,1308.1528428093645,1308.1528428093645,1308.1528428093645,1310.0186046511626,1305.1894736842105,1305.1894736842105,1305.1894736842105,1301.2901639344261,1304.969155844156,1302.616504854369,1302.616504854369,1298.751935483871
51,2374.6751879699245,2374.6751879699245,2374.6751879699245,2358.7350746268658,2358.7350746268658,2368.9296296296297,2368.9296296296297,2353.3573529411765,2341.2890510948905,2351.3884057971013,2351.3884057971013,2336.292086330935
52,2475.916076294278,2475.916076294278,2475.916076294278,2469.7122282608693,2476.183064516129,2476.183064516129,2476.183064516129,2476.6430481283423,2470.488031914894,2468.7791005291006,2468.7791005291006,2459.650526315789
53,3112.369827586207,3112.369827586207,3112.369827586207,3088.0162393162395,3102.55,3102.55,3102.55,3078.6428571428573,3072.409090909091,3072.409090909091,3080.0122950819673,3062.2379032258063
54,2298.2295652173916,2298.2295652173916,2298.2295652173916,2280.431896551724,2287.3453781512603,2282.4508333333333,2282.4508333333333,2265.5504132231404,2254.3056910569103,2272.5451612903225,2272.5451612903225,2256.4856
55,2955.505925925926,2955.505925925926,2955.505925925926,2945.281180811808,2941.993382352941,2955.3267399267397,2955.3267399267397,2945.284671532847,2945.284671532847,2955.2210144927535,2948.7039711191337,2938.8442446043164
56,3269.3851485148516,3269.3851485148516,3269.3851485148516,3238.3058823529414,3267.9826923076926,3244.478095238095,3244.478095238095,3214.9216981132076,3243.9324074074075,3220.5935779816514,3220.5935779816514,3192.2900000000004
57,3756.2826714801445,3746.918637992832,3744.251071428572,3731.44128113879,3750.2120141342757,3748.6267605633802,3748.6267605633802,3735.961403508772,3740.0314685314684,3750.728222996516,3750.728222996516,3738.1875
58,2753.105194805195,2773.1935897435897,2773.1935897435897,2740.1,2774.96125,2774.96125,2774.96125,2756.3353658536585,2756.3353658536585,2789.740963855422,2789.740963855422,2759.7761904761905
59,2396.334008097166,2396.334008097166,2396.334008097166,2387.0572580645157,2396.8887999999997,2396.8887999999997,2393.076494023904,2383.9357142857143,2399.1521568627454,2391.14765625,2391.14765625,2382.1112840466926
60,3569.5732283464567,3569.5732283464567,3566.6859375,3552.3607692307696,3552.3607692307696,3555.510687022901,3555.510687022901,3552.793984962406,3552.793984962406,3542.8637037037033,3542.8637037037033,3517.6683823529415
61,883.3424242424243,883.3424242424243,883.3424242424243,864.2705882352941,864.2705882352941,864.2705882352941,864.2705882352941,846.0714285714286,846.0714285714286,846.0714285714286,846.0714285714286,833.4621621621621
62,2510.120866141732,2510.120866141732,2510.120866141732,2509.799609375,2511.7692607003887,2511.7692607003887,2511.7692607003887,2502.4321705426355,2516.6788461538463,2516.6788461538463,2516.6788461538463,2507.404597701149
63,3301.4117647058824,3301.4117647058824,3301.4117647058824,3256.6792452830186,3256.6792452830186,3256.6792452830186,3263.037037037037,3207.3963636363633,3207.3963636363633,3311.3122807017544,3311.3122807017544,3257.558620689655
64,1874.865,1866.4328358208954,1866.4328358208954,1857.6004950495048,1865.0211822660099,1866.8691176470588,1866.8691176470588,1858.1687804878047,1842.4376811594202,1851.6296650717702,1845.5266666666666,1837.1232227488151
65,1495.4593103448276,1496.5058419243987,1496.5058419243987,1492.4626712328766,1492.4626712328766,1493.5122866894196,1496.9357142857143,1492.9803389830508,1492.9803389830508,1494.0175675675675,1495.7355704697986,1491.7789297658865
66,3477.4451327433626,3477.4451327433626,3477.4451327433626,3447.952631578947,3478.005217391304,3478.005217391304,3478.005217391304,3435.900854700855,3465.291525423729,3465.291525423729,3465.291525423729,3437.285714285714
67,2641.6089361702125,2661.510970464135,2661.510970464135,2659.302928870293,2666.7683333333334,2668.1510373443984,2668.1510373443984,2658.31652892562,2670.854918032787,2670.854918032787,2670.854918032787,2661.159183673469
68,3178.767592592593,3171.6229357798165,3171.6229357798165,3164.0372727272725,3190.661607142857,3190.661607142857,3190.661607142857,3191.090265486726,3192.393043478261,3228.4758620689654,3228.4758620689654,3201.8658119658116
69,1654.863440860215,1654.863440860215,1654.863440860215,1639.358510638298,1673.3061855670105,1673.3061855670105,1673.3061855670105,1658.5785714285716,1677.6470000000002,1668.8287128712873,1668.8287128712873,1654.394117647059
70,1182.2208333333333,1182.2208333333333,1182.2208333333333,1164.1122448979593,1164.1122448979593,1164.1122448979593,1164.1122448979593,1148.112,1148.112,1153.0509803921568,1153.0509803921568,1135.1076923076923
71,3156.418656716418,3156.418656716418,3156.418656716418,3134.607407407407,3153.195652173913,3153.195652173913,3153.195652173913,3139.155714285714,3154.850704225352,3156.9986013986013,3156.9986013986013,3148.005517241379
72,2268.7107806691447,2268.7107806691447,2268.7107806691447,2260.6803703703704,2269.1464944649447,2277.22967032967,2277.22967032967,2269.289781021898,2277.6014545454545,2268.9003610108302,2262.7172661870504,2254.918996415771
73,4289.983333333334,4285.337795275591,4285.337795275591,4253.90859375,4314.2503875969,4287.986923076924,4287.986923076924,4257.255725190839,4261.481060606061,4261.481060606061,4233.951127819549,4183.519259259259
74,3268.661135371179,3268.661135371179,3268.661135371179,3255.0908695652174,3257.549350649351,3270.646120689655,3270.646120689655,3257.2871244635194,3259.704700854701,3272.6251063829786,3272.6251063829786,3259.4118644067794
75,1207.7264788732396,1204.7553370786518,1204.7553370786518,1201.6946778711485,1198.1027777777779,1204.3905817174516,1204.3905817174516,1201.3861878453038,1199.798901098901,1204.0486338797814,1204.0486338797814,1201.0604904632153
76,1486.0755952380953,1482.71,1511.466081871345,1503.3720930232557,1503.3720930232557,1499.8850574712644,1523.1818181818182,1515.1745762711867,1515.1745762711867,1517.3365168539326,1511.6530726256985,1503.6666666666667
77,2707.5349019607843,2707.5349019607843,2707.5349019607843,2697.381640625,2704.858754863813,2706.308914728682,2700.49305019305,2690.516153846154,2706.753639846743,2716.7240458015267,2716.7240458015267,2706.758174904943
78,2420.4208053691277,2420.4208053691277,2446.284666666667,2431.382236842105,2452.546103896104,2439.471612903226,2439.471612903226,2422.9445859872612,2459.6779874213835,2446.9674999999997,2446.9674999999997,2432.214906832298
79,3479.8661111111114,3479.8661111111114,3479.8661111111114,3461.166850828729,3467.116483516483,3467.116483516483,3467.116483516483,3448.6562841530053,3448.6562841530053,3497.0005434782606,3497.0005434782606,3478.5956756756755
80,2868.2304093567254,2868.2304093567254,2868.2304093567254,2859.728901734104,2859.728901734104,2859.728901734104,2859.728901734104,2839.458857142857,2845.4335227272727,2843.4819209039547,2843.4819209039547,2829.5679775280896
81,2571.8509677419356,2583.569871794872,2583.569871794872,2567.829936305732,2570.489240506329,2582.517610062893,2609.501875,2593.8950310559003,2596.3277777777776,2621.653987730061,2621.653987730061,2606.1274390243902
82,2855.3862676056337,2855.3862676056337,2855.3862676056337,2849.5276223776223,2841.454513888889,2850.8335640138407,2850.8335640138407,2842.5124137931034,2854.118493150685,2863.326279863481,2860.11768707483,2851.413559322034
83,1780.8953586497892,1780.8953586497892,1780.8953586497892,1773.866806722689,1808.7012499999998,1804.897510373444,1804.897510373444,1794.7843621399177,1827.1044897959182,1823.3032520325203,1823.3032520325203,1816.1955465587043
84,2799.194366197183,2799.194366197183,2799.194366197183,2786.5621495327105,2800.7884259259263,2800.7884259259263,2800.7884259259263,2788.3571428571427,2802.3721461187215,2802.3721461187215,2799.815909090909,2776.80990990991
85,3198.9102473498233,3198.9102473498233,3198.9102473498233,3188.1852112676056,3188.1852112676056,3202.344755244755,3202.344755244755,3191.762369337979,3185.020138888889,3197.085223367698,3197.085223367698,3186.6688356164386
86,1858.272972972973,1858.272972972973,1858.272972972973,1852.5333333333333,1852.5333333333333,1852.5333333333333,1852.5333333333333,1835.158536585366,1835.158536585366,1835.158536585366,1835.158536585366,1835.158536585366
87,2894.375,2894.375,2894.375,2881.1615384615384,2895.039024390244,2895.039024390244,2895.039024390244,2876.8840830449826,2873.1293103448274,2880.8955479452056,2880.8955479452056,2871.9027303754265
88,2605.3035714285716,2605.3035714285716,2605.3035714285716,2575.9811764705883,2599.1209302325583,2604.2344827586207,2604.2344827586207,2575.997727272727,2571.4703296703296,2583.3096774193546,2583.3096774193546,2556.863829787234
89,1618.2465020576133,1618.2465020576133,1618.2465020576133,1617.6661224489796,1619.2731707317073,1619.2731707317073,1619.2731707317073,1609.7552419354838,1612.8378486055776,1612.8378486055776,1612.8378486055776,1606.6880952380952
90,3329.526548672566,3329.526548672566,3315.2324561403507,3345.6456896551726,3372.605982905983,3372.605982905983,3372.605982905983,3346.3144067796607,3360.0008403361344,3381.3231404958674,3381.3231404958674,3332.5780487804877
91,1436.0222222222221,1436.0222222222221,1436.0222222222221,1448.2660714285714,1448.2660714285714,1448.2660714285714,1448.2660714285714,1427.5157894736842,1427.5157894736842,1427.5157894736842,1423.5931034482758,1403.3084745762712
92,3005.7705357142854,3005.7705357142854,3005.7705357142854,2979.8699115044246,2979.8699115044246,3010.5591304347827,3011.330172413793,2986.3358974358976,2986.3358974358976,3016.9191666666666,3016.9191666666666,2992.5396694214874
93,1857.4241379310345,1857.4241379310345,1857.4241379310345,1840.7449438202245,1857.8144444444442,1857.8144444444442,1857.8144444444442,1838.4626373626375,1858.2376344086022,1858.2376344086022,1858.2376344086022,1824.7736842105264
94,3053.5890000000004,3053.5890000000004,3080.781188118812,3051.8313725490193,3088.027184466019,3088.027184466019,3088.027184466019,3058.937142857143,3058.937142857143,3081.947663551402,3081.947663551402,3054.552777777778
95,2802.094570135747,2809.2923423423426,2809.2923423423426,2796.066517857143,2797.6676991150443,2794.5942731277532,2794.5942731277532,2787.6205240174672,2778.77,2789.260173160173,2789.260173160173,2778.011206896552
96,1265.706779661017,1267.945,1267.945,1251.0065573770491,1251.0065573770491,1251.0065573770491,1251.0065573770491,1234.9467741935484,1248.6777777777777,1248.6777777777777,1248.6777777777777,1234.45625
97,2267.721900826446,2267.721900826446,2267.721900826446,2258.8279835390945,2261.0377049180324,2268.9395918367345,2268.9395918367345,2260.173577235772,2262.351012145749,2270.1520161290323,2270.1520161290323,2256.4044
98,2751.163555555556,2751.163555555556,2751.163555555556,2744.330837004405,2766.1173160173157,2766.1173160173157,2766.1173160173157,2755.2633620689653,2758.855744680851,2775.555508474576,2775.555508474576,2764.945569620253
99,2963.3714828897337,2963.3714828897337,2963.3714828897337,2952.6477272727275,2965.9436090225563,2969.516853932584,2969.516853932584,2958.932089552239,2971.9844444444448,2963.047232472325,2963.047232472325,2952.5944852941175
100,2463.721153846154,2461.209523809524,2461.209523809524,2439.12358490566,2478.2065420560743,2506.1861111111107,2506.1861111111107,2484.2798165137615,2521.8863636363635,2504.8423423423424,2504.8423423423424,2483.328571428571
101,2266.5376436781607,2273.5103151862463,2273.5103151862463,2274.0609686609687,2272.0096317280454,2285.0828169014085,2285.0828169014085,2279.5483146067413,2286.285474860335,2278.181111111111,2287.6598337950136,2279.758402203857
102,1882.8396887159533,1882.8396887159533,1882.8396887159533,1877.0243243243242,1872.4973076923077,1881.7942528735632,1881.7942528735632,1874.991603053435,1871.6431818181818,1880.8030188679245,1880.8030188679245,1870.2370786516854
103,1620.0986666666665,1620.0986666666665,1620.0986666666665,1618.264935064935,1622.9538461538461,1609.245569620253,1609.245569620253,1590.7,1612.4024390243903,1603.4578313253012,1603.4578313253012,1585.6999999999998
104,4384.66,4384.66,4384.66,4360.437888198758,4386.694444444444,4386.694444444444,4386.694444444444,4362.536196319019,4388.984146341463,4388.984146341463,4363.213253012048,4339.805988023952
105,2372.647244094488,2372.647244094488,2381.4546875,2364.4612403100773,2409.35,2400.881679389313,2400.881679389313,2384.037878787879,2371.375939849624,2409.6492537313434,2409.6492537313434,2393.1155555555556
106,1945.9588888888889,1945.9588888888889,1945.9588888888889,1925.7758241758243,1957.8434782608697,1957.8434782608697,1957.8434782608697,1938.0129032258067,1969.268085106383,1950.1178947368421,1950.1178947368421,1930.8770833333335
107,2631.2129533678753,2625.897422680412,2621.6620512820514,2610.4192893401014,2619.220202020202,2620.1286432160805,2620.1286432160805,2607.709,2628.580693069307,2628.580693069307,2625.4842364532024,2610.713170731707
108,2334.8099697885195,2334.8099697885195,2347.754054054054,2341.008982035928,2344.691394658754,2344.691394658754,2348.405325443787,2341.7778761061945,2347.424340175953,2358.9918367346936,2358.9918367346936,2352.4258720930234
109,2557.582894736842,2570.9320261437906,2570.9320261437906,2541.9870967741936,2568.0,2579.1708860759495,2579.1708860759495,2563.630817610063,2541.380745341615,2552.535582822086,2552.535582822086,2537.608536585366
110,3743.0701030927835,3743.0701030927835,3743.0701030927835,3706.3448979591835,3745.0080808080806,3745.0080808080806,3745.0080808080806,3708.905,3708.905,3746.7772277227723,3746.122549019608,3686.814423076923
111,2806.580188679245,2822.4065420560746,2822.4065420560746,2797.6101851851854,2797.6101851851854,2823.549541284404,2823.549541284404,2799.1227272727274,2799.1227272727274,2824.5810810810813,2806.504464285714,2782.932743362832
112,3072.7995454545458,3067.040271493213,3067.040271493213,3053.6450450450448,3068.6080357142855,3068.6080357142855,3060.3017699115044,3047.2444933920706,3031.268558951965,3052.754347826087,3052.754347826087,3039.881818181818
113,2575.5944,2568.645238095238,2561.0181102362203,2545.4612403100773,2552.4884615384617,2552.4884615384617,2552.4884615384617,2533.9419847328245,2540.9500000000003,2542.1458646616543,2542.1458646616543,2523.8216417910444
114,2406.4255474452552,2406.4255474452552,2406.4255474452552,2390.5565217391304,2394.4342857142856,2394.4342857142856,2394.4342857142856,2378.977304964539,2382.935664335664,2382.935664335664,2398.609722222222,2383.6206896551726
115,2666.5452755905512,2666.5452755905512,2666.5452755905512,2656.592156862745,2666.8046875,2668.4708171206225,2668.4708171206225,2658.6616279069767,2668.7478764478765,2663.7957854406127,2663.7957854406127,2658.9372623574145
116,3744.815517241379,3744.815517241379,3744.815517241379,3684.572881355932,3669.83,3739.1114754098357,3739.1114754098357,3681.7854838709677,3681.7854838709677,3707.2921875,3707.2921875,3653.472307692308
117,1760.1818181818182,1760.1818181818182,1769.6666666666667,1749.639240506329,1749.639240506329,1757.76875,1812.611111111111,1792.5743902439026,1792.5743902439026,1792.5743902439026,1804.7120481927711,1782.7174418604652
118,2851.2766666666666,2851.2766666666666,2851.2766666666666,2820.8142857142857,2859.9258064516125,2833.756382978723,2833.756382978723,2804.8526315789472,2804.8526315789472,2827.4489795918366,2827.4489795918366,2799.692929292929
119,3015.5947735191635,3015.5947735191635,3015.5947735191635,3015.622837370242,3023.9725085910654,3023.9725085910654,3023.9725085910654,3009.373037542662,3026.258644067797,3026.258644067797,3026.258644067797,3017.3094594594595
120,3263.2968253968256,3263.2968253968256,3263.2968253968256,3238.3803149606297,3233.27578125,3251.7387596899225,3251.7387596899225,3227.329230769231,3227.329230769231,3240.551515151515,3240.551515151515,3216.5766917293236
121,1492.1913793103447,1492.1913793103447,1492.1913793103447,1484.0885714285714,1493.3267045454545,1496.6016949152543,1496.6016949152543,1488.6353932584268,1488.6353932584268,1500.8894444444443,1500.8894444444443,1492.9762430939227
122,2911.8008298755185,2912.6611570247933,2912.6611570247933,2900.992181069959,2900.615163934426,2918.943495934959,2918.943495934959,2907.421862348178,2907.421862348178,2918.683534136546,2918.683534136546,2898.260956175299
123,1731.2689655172414,1731.2689655172414,1731.2689655172414,1724.1682403433476,1736.6504273504274,1733.0689361702127,1733.0689361702127,1726.0724576271186,1745.1396624472573,1741.5676470588235,1741.5676470588235,1734.565271966527
124,1251.2301204819278,1251.2301204819278,1251.2301204819278,1256.3254980079682,1260.581496062992,1260.581496062992,1260.581496062992,1251.39296875,1255.6239382239382,1255.6239382239382,1255.6239382239382,1251.0184615384615
125,1717.8582978723405,1713.545338983051,1713.545338983051,1706.7248945147678,1715.8108786610878,1715.8108786610878,1715.8108786610878,1702.7648760330578,1704.9510288065842,1707.4044897959184,1703.6345528455283,1691.5443548387098
126,2091.0915094339625,2111.735514018692,2111.735514018692,2093.5222222222224,2114.24,2104.562162162162,2104.562162162162,2087.213392857143,2107.3149122807017,2107.3149122807017,2120.2947826086956,2078.419491525424
127,1834.2829545454545,1837.9426966292135,1837.9426966292135,1828.7956521739131,1841.141935483871,1841.141935483871,1841.141935483871,1822.277894736842,1826.344329896907,1826.344329896907,1826.344329896907,1809.7602040816328
128,1518.338337182448,1518.338337182448,1518.338337182448,1521.0774712643677,1520.5391799544418,1520.5391799544418,1520.5391799544418,1517.655909090909,1529.6373033707864,1529.6373033707864,1529.6373033707864,1524.4049217002237
129,3758.65503875969,3758.65503875969,3763.5884615384616,3743.319696969697,3777.1208955223883,3777.1208955223883,3780.2533333333336,3742.039416058394,3746.227536231884,3733.417142857143,3733.417142857143,3707.9567375886527
130,1437.617741935484,1437.617741935484,1437.617741935484,1420.463492063492,1420.463492063492,1420.14375,1420.14375,1403.323076923077,1445.090909090909,1445.090909090909,1445.090909090909,1429.7477611940299
131,3701.2348484848485,3701.2348484848485,3701.2348484848485,3650.5910447761194,3675.185294117647,3675.185294117647,3675.185294117647,3626.431884057971,3753.525714285714,3753.525714285714,3753.525714285714,3705.973239436619
132,1463.4551282051282,1463.4551282051282,1463.4551282051282,1446.1607594936709,1446.1607594936709,1446.1607594936709,1446.1607594936709,1430.07125,1430.07125,1456.8604938271606,1456.8604938271606,1440.6231707317074
133,2388.6787878787877,2388.6787878787877,2388.6787878787877,2354.8671641791047,2354.8671641791047,2354.8671641791047,2354.8671641791047,2321.9367647058825,2321.9367647058825,2321.9367647058825,2321.9367647058825,2321.9367647058825
