,a,customer_id,CustomerID,OrderDate,quantity,ItemProfit,WeekID,DayID
85,2707.0,9878.0,936.0,1997-02-05,2.0,39.14,5,35
86,2708.0,9887.0,937.0,1997-02-05,1.0,11.77,5,35
87,28.0,113.0,8.0,1998-03-04,1.0,15.27,61,427
88,2558.0,9160.0,870.0,1998-03-04,1.0,14.49,61,427
89,2689.0,9825.0,928.0,1998-03-04,1.0,10.49,61,427
90,29.0,113.0,8.0,1998-03-07,1.0,11.49,61,430
91,4499.0,15674.0,1525.0,1998-03-07,2.0,26.48,61,430
92,6173.0,21161.0,2094.0,1998-03-07,2.0,37.48,61,430
93,31.0,114.0,9.0,1997-05-01,2.0,28.13,17,120
94,5241.0,18057.0,1774.0,1997-05-01,1.0,14.96,17,120
95,32.0,114.0,9.0,1997-09-08,1.0,22.97,35,250
96,442.0,1705.0,151.0,1997-09-08,1.0,10.77,35,250
97,835.0,3016.0,275.0,1997-09-08,2.0,25.74,35,250
98,5464.0,11179.0,1856.0,1997-09-08,1.0,12.25,35,250
99,6264.0,21527.0,2132.0,1997-09-08,3.0,33.31,35,250
100,33.0,114.0,9.0,1998-02-10,1.0,28.49,57,405
101,34.0,114.0,9.0,1998-02-11,2.0,28.98,58,406
102,750.0,2745.0,241.0,1998-02-11,2.0,24.98,58,406
103,6600.0,21035.0,2248.0,1998-02-11,3.0,34.47,58,406
104,69.0,234.0,18.0,1997-02-04,1.0,9.99,4,34
105,659.0,2272.0,202.0,1997-02-04,2.0,25.26,4,34
106,1327.0,4854.0,448.0,1997-02-04,3.0,44.97,4,34
107,2206.0,7967.0,756.0,1997-02-04,1.0,11.97,4,34
108,2562.0,9204.0,873.0,1997-02-04,1.0,9.77,4,34
109,2567.0,2213.0,877.0,1997-02-04,2.0,28.34,4,34
110,2569.0,6848.0,878.0,1997-02-04,4.0,47.3,4,34
111,2570.0,9251.0,879.0,1997-02-04,2.0,32.32,4,34
112,2571.0,9258.0,880.0,1997-02-04,3.0,27.57,4,34
113,2578.0,9267.0,881.0,1997-02-04,2.0,29.92,4,34
114,2579.0,9274.0,882.0,1997-02-04,1.0,30.99,4,34
115,2582.0,9278.0,883.0,1997-02-04,1.0,14.96,4,34
116,2584.0,9288.0,884.0,1997-02-04,2.0,27.76,4,34
117,2585.0,9305.0,885.0,1997-02-04,2.0,23.54,4,34
118,2594.0,9322.0,887.0,1997-02-04,1.0,10.78,4,34
119,2596.0,9333.0,888.0,1997-02-04,2.0,42.98,4,34
120,2597.0,9348.0,889.0,1997-02-04,1.0,14.99,4,34
121,2599.0,9352.0,890.0,1997-02-04,1.0,6.79,4,34
122,2600.0,9365.0,891.0,1997-02-04,1.0,19.99,4,34
123,2601.0,9389.0,892.0,1997-02-04,1.0,15.36,4,34
124,2602.0,9394.0,893.0,1997-02-04,2.0,48.6,4,34
125,2604.0,9407.0,894.0,1997-02-04,2.0,11.58,4,34
126,2605.0,9420.0,895.0,1997-02-04,1.0,19.99,4,34
127,2606.0,9442.0,896.0,1997-02-04,2.0,30.33,4,34
128,2607.0,9443.0,897.0,1997-02-04,1.0,6.79,4,34
129,2613.0,9454.0,898.0,1997-02-04,1.0,13.97,4,34
130,2614.0,9454.0,898.0,1997-02-04,1.0,13.97,4,34
131,2616.0,9468.0,899.0,1997-02-04,2.0,22.94,4,34
132,2629.0,9504.0,903.0,1997-02-04,1.0,14.37,4,34
133,2631.0,9521.0,904.0,1997-02-04,2.0,31.33,4,34
134,2633.0,9525.0,905.0,1997-02-04,1.0,15.76,4,34
135,2634.0,9539.0,906.0,1997-02-04,1.0,20.99,4,34
136,2636.0,9554.0,907.0,1997-02-04,1.0,14.77,4,34
137,2656.0,9574.0,911.0,1997-02-04,1.0,11.77,4,34
138,76.0,243.0,20.0,1997-01-02,2.0,17.96,0,1
139,77.0,256.0,21.0,1997-01-02,1.0,14.99,0,1
140,80.0,261.0,22.0,1997-01-02,1.0,8.77,0,1
141,81.0,281.0,23.0,1997-01-02,1.0,14.7,0,1
142,82.0,297.0,24.0,1997-01-02,1.0,14.96,0,1
143,88.0,333.0,27.0,1997-01-02,1.0,15.9,0,1
144,89.0,341.0,28.0,1997-01-02,2.0,26.14,0,1
145,91.0,350.0,29.0,1997-01-02,1.0,46.37,0,1
146,92.0,353.0,30.0,1997-01-02,2.0,28.76,0,1
147,94.0,367.0,31.0,1997-01-02,1.0,44.77,0,1
148,95.0,388.0,32.0,1997-01-02,1.0,10.77,0,1
149,96.0,408.0,33.0,1997-01-02,1.0,25.99,0,1
150,97.0,425.0,34.0,1997-01-02,1.0,14.99,0,1
151,98.0,429.0,35.0,1997-01-02,1.0,11.77,0,1
152,101.0,440.0,36.0,1997-01-02,1.0,14.96,0,1
153,102.0,473.0,37.0,1997-01-02,3.0,34.97,0,1
154,103.0,489.0,38.0,1997-01-02,3.0,47.0,0,1
155,105.0,502.0,39.0,1997-01-02,1.0,15.36,0,1
156,107.0,516.0,40.0,1997-01-02,1.0,14.99,0,1
157,78.0,256.0,21.0,1997-03-02,2.0,34.6,8,60
158,1216.0,4392.0,404.0,1997-03-02,1.0,15.38,8,60
159,1810.0,6434.0,604.0,1997-03-02,1.0,15.36,8,60
160,3942.0,13802.0,1340.0,1997-03-02,3.0,44.11,8,60
161,4889.0,14750.0,1665.0,1997-03-02,2.0,32.33,8,60
162,4892.0,16632.0,1666.0,1997-03-02,3.0,46.28,8,60
163,4920.0,17074.0,1672.0,1997-03-02,1.0,14.37,8,60
164,4922.0,17079.0,1673.0,1997-03-02,3.0,41.69,8,60
165,4925.0,17093.0,1674.0,1997-03-02,1.0,14.99,8,60
166,4926.0,17109.0,1675.0,1997-03-02,1.0,14.37,8,60
167,4929.0,17131.0,1677.0,1997-03-02,1.0,14.37,8,60
168,4944.0,17155.0,1680.0,1997-03-02,1.0,12.77,8,60
169,4946.0,17163.0,1681.0,1997-03-02,1.0,12.97,8,60
170,4951.0,17167.0,1682.0,1997-03-02,2.0,22.96,8,60
171,4952.0,17170.0,1683.0,1997-03-02,1.0,9.99,8,60
172,4959.0,17184.0,1685.0,1997-03-02,2.0,30.32,8,60
173,4966.0,17202.0,1687.0,1997-03-02,1.0,14.99,8,60
174,4968.0,17232.0,1689.0,1997-03-02,1.0,14.79,8,60
175,4969.0,17245.0,1690.0,1997-03-02,3.0,41.71,8,60
176,4977.0,17297.0,1693.0,1997-03-02,3.0,40.53,8,60
177,4978.0,17311.0,1694.0,1997-03-02,2.0,32.48,8,60
178,4979.0,17327.0,1695.0,1997-03-02,1.0,14.96,8,60
179,79.0,256.0,21.0,1997-04-14,1.0,29.99,14,103
180,2143.0,3268.0,730.0,1997-04-14,1.0,11.77,14,103
181,2580.0,9274.0,882.0,1997-04-14,1.0,10.77,14,103
182,3139.0,11397.0,1093.0,1997-04-14,1.0,12.49,14,103
183,5182.0,17903.0,1763.0,1997-04-14,1.0,13.97,14,103
184,5310.0,18268.0,1795.0,1997-04-14,1.0,28.99,14,103
185,6122.0,21002.0,2075.0,1997-04-14,1.0,7.45,14,103
186,84.0,312.0,25.0,1997-12-21,1.0,14.99,50,354
187,3463.0,12357.0,1194.0,1997-12-21,1.0,15.49,50,354
188,5510.0,19084.0,1874.0,1997-12-21,1.0,14.49,50,354
189,93.0,353.0,30.0,1997-02-12,2.0,40.47,6,42
190,308.0,1393.0,116.0,1997-02-12,3.0,28.31,6,42
191,3285.0,11602.0,1135.0,1997-02-12,2.0,11.78,6,42
192,3311.0,11762.0,1138.0,1997-02-12,1.0,14.96,6,42
193,3312.0,11768.0,1139.0,1997-02-12,2.0,28.76,6,42
194,3314.0,11777.0,1140.0,1997-02-12,1.0,14.99,6,42
195,3316.0,11789.0,1141.0,1997-02-12,2.0,28.33,6,42
196,3318.0,11793.0,1142.0,1997-02-12,1.0,11.99,6,42
197,3319.0,11807.0,1143.0,1997-02-12,3.0,39.7,6,42
198,3321.0,11855.0,1145.0,1997-02-12,1.0,11.77,6,42
199,3322.0,11866.0,1146.0,1997-02-12,1.0,32.99,6,42
200,3326.0,11871.0,1147.0,1997-02-12,2.0,19.54,6,42
201,3327.0,11888.0,1148.0,1997-02-12,1.0,16.36,6,42
202,3328.0,11901.0,1149.0,1997-02-12,1.0,9.77,6,42
203,3329.0,11924.0,1150.0,1997-02-12,1.0,29.99,6,42
204,3330.0,11946.0,1151.0,1997-02-12,1.0,42.77,6,42
205,3333.0,11963.0,1153.0,1997-02-12,2.0,24.98,6,42
206,3334.0,11971.0,1154.0,1997-02-12,2.0,30.33,6,42
207,3336.0,11980.0,1155.0,1997-02-12,1.0,9.77,6,42
208,3337.0,11996.0,1156.0,1997-02-12,1.0,9.97,6,42
209,3338.0,12018.0,1157.0,1997-02-12,1.0,14.37,6,42
210,99.0,429.0,35.0,1997-07-11,2.0,31.14,27,191
211,104.0,489.0,38.0,1997-01-17,1.0,13.97,2,16
212,1105.0,584.0,366.0,1997-01-17,1.0,11.77,2,16
213,1116.0,3997.0,369.0,1997-01-17,1.0,18.77,2,16
214,1117.0,4005.0,370.0,1997-01-17,1.0,14.37,2,16
215,1120.0,4019.0,371.0,1997-01-17,1.0,6.78,2,16
216,1122.0,4037.0,372.0,1997-01-17,1.0,14.37,2,16
217,1123.0,4053.0,373.0,1997-01-17,1.0,11.77,2,16
218,1124.0,4070.0,374.0,1997-01-17,1.0,14.37,2,16
219,1125.0,4087.0,375.0,1997-01-17,1.0,12.97,2,16
220,1126.0,4090.0,376.0,1997-01-17,1.0,14.96,2,16
221,1127.0,4090.0,376.0,1997-01-17,1.0,14.37,2,16
222,1131.0,4096.0,377.0,1997-01-17,3.0,27.55,2,16
223,1133.0,4101.0,378.0,1997-01-17,1.0,8.79,2,16
224,1135.0,4105.0,379.0,1997-01-17,1.0,15.36,2,16
225,1136.0,4141.0,380.0,1997-01-17,1.0,20.0,2,16
226,1137.0,4160.0,381.0,1997-01-17,1.0,14.99,2,16
227,1160.0,4179.0,383.0,1997-01-17,1.0,13.97,2,16
228,1161.0,4198.0,384.0,1997-01-17,3.0,43.69,2,16
229,1171.0,4214.0,386.0,1997-01-17,1.0,14.37,2,16
230,1172.0,4231.0,387.0,1997-01-17,2.0,30.73,2,16
231,106.0,502.0,39.0,1997-10-09,1.0,16.99,40,281
232,5220.0,18038.0,1771.0,1997-10-09,1.0,13.99,40,281
233,6219.0,21307.0,2112.0,1997-10-09,1.0,17.99,40,281
234,108.0,487.0,41.0,1997-01-03,1.0,11.77,0,2
235,109.0,530.0,42.0,1997-01-03,1.0,11.97,0,2
236,110.0,542.0,43.0,1997-01-03,4.0,45.67,0,2
237,112.0,562.0,45.0,1997-01-03,1.0,8.97,0,2
238,138.0,581.0,47.0,1997-01-03,1.0,14.37,0,2
239,139.0,612.0,48.0,1997-01-03,1.0,12.49,0,2
240,140.0,621.0,49.0,1997-01-03,1.0,17.9,0,2
241,142.0,636.0,50.0,1997-01-03,3.0,27.92,0,2
242,146.0,675.0,52.0,1997-01-03,1.0,24.99,0,2
243,147.0,687.0,53.0,1997-01-03,1.0,12.97,0,2
244,149.0,736.0,54.0,1997-01-03,2.0,28.74,0,2
245,151.0,756.0,56.0,1997-01-03,1.0,14.37,0,2
246,154.0,760.0,57.0,1997-01-03,1.0,11.77,0,2
247,113.0,562.0,45.0,1997-06-23,1.0,14.96,24,173
248,1068.0,3669.0,344.0,1997-06-23,1.0,15.7,24,173
249,1795.0,6381.0,599.0,1997-06-23,1.0,6.78,24,173
250,3033.0,11011.0,1054.0,1997-06-23,1.0,13.97,24,173
251,3113.0,11332.0,1086.0,1997-06-23,1.0,9.98,24,173
252,3135.0,11379.0,1091.0,1997-06-23,1.0,5.99,24,173
253,141.0,621.0,49.0,1997-01-14,1.0,14.37,1,13
254,922.0,2939.0,299.0,1997-01-14,2.0,19.28,1,13
255,924.0,3287.0,301.0,1997-01-14,2.0,38.13,1,13
256,929.0,3299.0,303.0,1997-01-14,1.0,5.99,1,13
257,931.0,3311.0,304.0,1997-01-14,1.0,15.36,1,13
258,934.0,3312.0,305.0,1997-01-14,1.0,23.99,1,13
259,935.0,3318.0,306.0,1997-01-14,1.0,14.37,1,13
260,938.0,3333.0,307.0,1997-01-14,1.0,13.97,1,13
261,939.0,3353.0,308.0,1997-01-14,1.0,15.36,1,13
262,940.0,3374.0,309.0,1997-01-14,1.0,11.77,1,13
263,947.0,3388.0,311.0,1997-01-14,1.0,14.37,1,13
264,960.0,3425.0,315.0,1997-01-14,1.0,14.7,1,13
265,961.0,3444.0,316.0,1997-01-14,2.0,28.74,1,13
266,962.0,3451.0,317.0,1997-01-14,2.0,29.58,1,13
267,966.0,3469.0,319.0,1997-01-14,1.0,12.49,1,13
268,970.0,3487.0,320.0,1997-01-14,1.0,15.36,1,13
269,148.0,687.0,53.0,1998-04-10,2.0,34.41,66,464
270,2660.0,9202.0,914.0,1998-04-10,2.0,23.98,66,464
271,152.0,756.0,56.0,1997-07-06,1.0,13.97,26,186
272,5296.0,18235.0,1792.0,1997-07-06,2.0,29.98,26,186
273,153.0,756.0,56.0,1997-08-23,4.0,42.08,33,234
274,1812.0,6434.0,604.0,1997-08-23,1.0,13.77,33,234
275,5496.0,18950.0,1865.0,1997-08-23,1.0,11.77,33,234
276,155.0,760.0,57.0,1997-02-02,1.0,15.36,4,32
277,1838.0,6528.0,618.0,1997-02-02,4.0,35.71,4,32
278,2077.0,7460.0,708.0,1997-02-02,2.0,29.58,4,32
279,2255.0,8221.0,776.0,1997-02-02,2.0,24.98,4,32
280,2350.0,4979.0,812.0,1997-02-02,2.0,11.58,4,32
281,2398.0,8613.0,815.0,1997-02-02,2.0,29.67,4,32
282,2399.0,8628.0,816.0,1997-02-02,1.0,14.37,4,32
283,2405.0,8686.0,819.0,1997-02-02,1.0,15.36,4,32
284,2407.0,8693.0,820.0,1997-02-02,1.0,12.97,4,32
285,2410.0,8700.0,822.0,1997-02-02,1.0,11.77,4,32
286,2415.0,8720.0,824.0,1997-02-02,1.0,22.0,4,32
287,2416.0,8742.0,825.0,1997-02-02,3.0,45.53,4,32
288,2418.0,8769.0,827.0,1997-02-02,1.0,19.99,4,32
289,2420.0,8776.0,828.0,1997-02-02,1.0,12.49,4,32
290,2421.0,8791.0,829.0,1997-02-02,4.0,33.7,4,32
291,2422.0,8811.0,830.0,1997-02-02,1.0,10.99,4,32
292,2424.0,8815.0,831.0,1997-02-02,1.0,13.97,4,32
293,2426.0,8816.0,832.0,1997-02-02,1.0,17.96,4,32
294,2427.0,8839.0,833.0,1997-02-02,2.0,18.54,4,32
295,2428.0,8853.0,834.0,1997-02-02,2.0,20.98,4,32
296,2431.0,8879.0,836.0,1997-02-02,1.0,15.7,4,32
297,2434.0,8881.0,837.0,1997-02-02,1.0,12.97,4,32
298,2437.0,8897.0,839.0,1997-02-02,2.0,27.13,4,32
299,156.0,760.0,57.0,1998-04-20,2.0,26.3,67,474
300,157.0,18.0,58.0,1997-01-04,1.0,14.96,0,3
301,158.0,645.0,59.0,1997-01-04,3.0,44.71,0,3
302,174.0,789.0,63.0,1997-01-04,2.0,27.34,0,3
303,177.0,795.0,64.0,1997-01-04,1.0,13.97,0,3
304,178.0,816.0,65.0,1997-01-04,3.0,35.31,0,3
305,179.0,834.0,66.0,1997-01-04,2.0,21.98,0,3
306,184.0,857.0,68.0,1997-01-04,2.0,24.94,0,3
307,185.0,875.0,69.0,1997-01-04,1.0,16.99,0,3
308,192.0,913.0,72.0,1997-01-04,1.0,12.77,0,3
309,196.0,936.0,74.0,1997-01-04,1.0,14.99,0,3
310,200.0,974.0,77.0,1997-01-04,1.0,18.36,0,3
311,159.0,645.0,59.0,1997-09-30,1.0,6.49,38,272
312,1477.0,5302.0,495.0,1997-09-30,1.0,11.49,38,272
313,1557.0,5554.0,519.0,1997-09-30,3.0,41.47,38,272
314,1757.0,2792.0,584.0,1997-09-30,2.0,45.98,38,272
315,2122.0,7587.0,720.0,1997-09-30,1.0,20.99,38,272
316,3010.0,10880.0,1044.0,1997-09-30,1.0,19.49,38,272
317,6160.0,21128.0,2089.0,1997-09-30,1.0,12.99,38,272
318,160.0,645.0,59.0,1997-11-24,1.0,12.99,46,327
319,1758.0,2792.0,584.0,1997-11-24,2.0,24.48,46,327
320,2352.0,4979.0,812.0,1997-11-24,1.0,12.99,46,327
321,4200.0,14770.0,1432.0,1997-11-24,1.0,15.49,46,327
322,4225.0,14796.0,1437.0,1997-11-24,3.0,38.47,46,327
323,161.0,645.0,59.0,1998-03-19,1.0,36.99,63,442
324,1061.0,3660.0,339.0,1998-03-19,1.0,14.42,63,442
325,175.0,789.0,63.0,1997-04-27,3.0,43.13,16,116
326,367.0,1631.0,140.0,1997-04-27,2.0,23.54,16,116
327,4034.0,14092.0,1370.0,1997-04-27,1.0,11.77,16,116
328,6203.0,21244.0,2106.0,1997-04-27,1.0,10.77,16,116
329,176.0,789.0,63.0,1998-03-30,2.0,28.97,64,453
330,6902.0,23537.0,2353.0,1998-03-30,2.0,25.98,64,453
331,198.0,947.0,75.0,1997-02-09,2.0,20.77,5,39
332,827.0,2390.0,272.0,1997-02-09,3.0,41.82,5,39
333,866.0,3102.0,283.0,1997-02-09,2.0,28.73,5,39
334,1357.0,4907.0,457.0,1997-02-09,1.0,9.98,5,39
335,2082.0,7512.0,712.0,1997-02-09,2.0,30.92,5,39
336,2997.0,3647.0,1038.0,1997-02-09,1.0,11.77,5,39
337,2999.0,7467.0,1039.0,1997-02-09,1.0,22.3,5,39
338,3001.0,9489.0,1040.0,1997-02-09,1.0,11.77,5,39
339,3004.0,10818.0,1042.0,1997-02-09,1.0,11.77,5,39
340,3008.0,10875.0,1043.0,1997-02-09,1.0,12.49,5,39
341,3009.0,10880.0,1044.0,1997-02-09,1.0,12.77,5,39
342,3011.0,10896.0,1045.0,1997-02-09,1.0,9.99,5,39
343,3015.0,10925.0,1048.0,1997-02-09,3.0,44.7,5,39
344,3016.0,10937.0,1049.0,1997-02-09,1.0,9.97,5,39
345,3017.0,10957.0,1050.0,1997-02-09,1.0,15.36,5,39
346,3031.0,11011.0,1054.0,1997-02-09,1.0,14.37,5,39
347,3035.0,11014.0,1055.0,1997-02-09,1.0,28.99,5,39
348,3047.0,11032.0,1057.0,1997-02-09,3.0,42.9,5,39
349,3058.0,11064.0,1061.0,1997-02-09,1.0,9.77,5,39
350,3059.0,11067.0,1062.0,1997-02-09,1.0,14.77,5,39
351,3063.0,11084.0,1063.0,1997-02-09,1.0,13.97,5,39
352,3065.0,11122.0,1065.0,1997-02-09,2.0,27.94,5,39
353,3066.0,11147.0,1066.0,1997-02-09,1.0,20.99,5,39
354,201.0,989.0,78.0,1997-01-05,1.0,14.96,0,4
355,202.0,1012.0,79.0,1997-01-05,1.0,13.97,0,4
356,207.0,1034.0,81.0,1997-01-05,2.0,33.96,0,4
357,210.0,1050.0,83.0,1997-01-05,2.0,21.76,0,4
358,211.0,1062.0,84.0,1997-01-05,1.0,14.96,0,4
359,212.0,1080.0,85.0,1997-01-05,1.0,14.99,0,4
360,245.0,1150.0,90.0,1997-01-05,1.0,37.97,0,4
361,256.0,1174.0,93.0,1997-01-05,1.0,34.9,0,4
362,257.0,1188.0,94.0,1997-01-05,3.0,43.09,0,4
363,258.0,1209.0,95.0,1997-01-05,3.0,31.51,0,4
364,260.0,1240.0,97.0,1997-01-05,2.0,36.36,0,4
365,274.0,1252.0,100.0,1997-01-05,1.0,16.99,0,4
366,203.0,1012.0,79.0,1997-03-07,1.0,13.77,9,65
367,4126.0,14548.0,1411.0,1997-03-07,1.0,15.96,9,65
368,4730.0,16329.0,1611.0,1997-03-07,1.0,23.99,9,65
369,5407.0,13280.0,1827.0,1997-03-07,1.0,11.77,9,65
370,5409.0,18066.0,1828.0,1997-03-07,1.0,13.97,9,65
371,5410.0,18360.0,1829.0,1997-03-07,1.0,15.76,9,65
372,5413.0,18640.0,1831.0,1997-03-07,1.0,13.97,9,65
373,5415.0,18672.0,1832.0,1997-03-07,3.0,40.53,9,65
374,5416.0,18687.0,1833.0,1997-03-07,1.0,22.99,9,65
375,5422.0,18705.0,1835.0,1997-03-07,1.0,16.99,9,65
376,5423.0,18711.0,1836.0,1997-03-07,2.0,24.74,9,65
377,5425.0,18723.0,1837.0,1997-03-07,1.0,11.77,9,65
378,5426.0,18733.0,1838.0,1997-03-07,2.0,29.13,9,65
379,5429.0,18756.0,1840.0,1997-03-07,1.0,5.78,9,65
380,5431.0,18770.0,1841.0,1997-03-07,1.0,13.97,9,65
381,5432.0,18771.0,1842.0,1997-03-07,2.0,21.54,9,65
382,5443.0,18785.0,1844.0,1997-03-07,1.0,14.37,9,65
383,5444.0,18802.0,1845.0,1997-03-07,1.0,15.36,9,65
384,5447.0,18806.0,1846.0,1997-03-07,2.0,27.13,9,65
385,5448.0,18827.0,1847.0,1997-03-07,1.0,15.96,9,65
386,5450.0,18857.0,1849.0,1997-03-07,1.0,17.9,9,65
387,5454.0,18875.0,1850.0,1997-03-07,1.0,19.99,9,65
388,5455.0,18891.0,1851.0,1997-03-07,2.0,13.96,9,65
389,5458.0,18913.0,1853.0,1997-03-07,1.0,13.7,9,65
390,5460.0,18914.0,1854.0,1997-03-07,1.0,10.77,9,65
391,5461.0,18919.0,1855.0,1997-03-07,1.0,14.96,9,65
392,204.0,1012.0,79.0,1997-03-22,1.0,14.37,11,80
393,1433.0,5156.0,483.0,1997-03-22,1.0,11.97,11,80
394,1578.0,5595.0,523.0,1997-03-22,2.0,20.86,11,80
395,1843.0,6559.0,621.0,1997-03-22,1.0,19.99,11,80
396,3929.0,13764.0,1334.0,1997-03-22,1.0,15.3,11,80
397,5594.0,19259.0,1894.0,1997-03-22,2.0,45.73,11,80
398,5813.0,19878.0,1959.0,1997-03-22,1.0,13.97,11,80
399,6599.0,21035.0,2248.0,1997-03-22,3.0,44.3,11,80
400,6601.0,21574.0,2249.0,1997-03-22,2.0,33.37,11,80
