"","id","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente","Media_Intervalos"
22,435,0.474747256778887,0.9990677635205624,0.9995704476676615,0.46710526315789475,2.0
23,192,0.4587147231032698,0.9990677792090707,0.9995704477540412,0.4506578947368421,2.0
24,2122,0.26387097525008957,0.9972790293643521,0.9984205841753507,0.25,2.0
25,1637,0.33054307658327603,0.9989852297059694,0.9995543247861238,0.3190789473684211,2.0
26,2087,0.3866708061898876,0.9990401930374936,0.9995676041306776,0.375,2.0
27,764,0.4522561213525557,0.9990677792090711,0.9995704477540412,0.4440789473684211,2.0
28,3592,0.393179489006783,0.9990400425545644,0.9995676001032217,0.3815789473684211,2.0
29,3871,0.37704655697615586,0.9990677790129967,0.9995704477539258,0.3684210526315789,2.0
30,3487,0.3348615576152338,0.9989302161825383,0.9995465963165164,0.3223684210526316,2.0
31,1493,0.39859965724891344,0.9989852313740787,0.9995543247884864,0.3881578947368421,2.0
32,374,0.40171180200630185,0.9990656416643353,0.9995703886640355,0.39144736842105265,2.0
33,1730,0.3159290942504609,0.999067348441702,0.9995704407039546,0.3059210526315789,2.0
34,2379,0.3655906786362325,0.9990658422494619,0.9995703912082249,0.35526315789473684,2.0
35,2925,0.3510738358767507,0.9989303684307547,0.9995465985188496,0.33881578947368424,2.0
36,1628,0.3397680163310581,0.998985229707549,0.9995543247861238,0.32894736842105265,2.0
37,866,0.2820828056727943,0.9990400424313518,0.9995676001031732,0.26973684210526316,2.0
38,1338,0.22660475411678654,0.9990358253842088,0.9995673400634362,0.2138157894736842,2.0
39,1979,0.40975399028379583,0.9990675656847376,0.9995704433020199,0.40131578947368424,2.0
40,346,0.26791928672613186,0.9990592151475786,0.999570011053324,0.2565789473684211,2.0
41,1909,0.2891023514935599,0.9990677758758142,0.999570447747619,0.27960526315789475,2.0
42,2099,0.35967161154377136,0.9955271978873101,0.9964504630609181,0.34868421052631576,2.0
43,3760,0.38728176639403267,0.9971663425888991,0.9983990752087675,0.375,2.0
44,5270,0.27260764187492276,0.9989851790935824,0.9995543244414694,0.2598684210526316,2.0
45,2926,0.2517987828958936,0.9989561665578628,0.9995493896215328,0.24013157894736842,2.0
46,1699,0.41020625696835156,0.9990677758513999,0.9995704477476134,0.40131578947368424,2.0
47,3909,0.24077577750836884,0.9990109808516567,0.9995571155491497,0.23026315789473684,2.0
48,1731,0.41938166610632804,0.9990675641937345,0.9995704432980702,0.41118421052631576,2.0
49,11265,0.31402072306608364,0.9989559908763599,0.9995493872039014,0.3026315789473684,2.0
50,2519,0.3101029468207383,0.9990952596836474,0.9995753329507236,0.29276315789473684,2.0
51,1481,0.3540669480287624,0.9990677792004403,0.9995704477540382,0.33881578947368424,2.0
52,10364,0.26538473964286735,0.9990391856105014,0.9995675809476792,0.24342105263157895,2.0
53,4034,0.36194984458254303,0.9990359725596815,0.9995673422523028,0.34210526315789475,2.0
54,401,0.29380341749539146,0.9990359850100057,0.9995673422988608,0.2730263157894737,2.0
55,2330,0.36135148319299726,0.9990952851725476,0.9995753330777111,0.34539473684210525,2.0
56,1806,0.3486318864606026,0.9990952914467264,0.9995753331071682,0.33223684210526316,2.0
57,3834,0.26004006785744094,0.9990600660584107,0.9995700439387121,0.24013157894736842,2.0
58,1222,0.32905725407795555,0.9990677791812874,0.9995704477540353,0.3125,2.0
59,212,0.30085003291548107,0.9989842724737852,0.9995543040223164,0.27960526315789475,2.0
60,1019,0.268292740325135,0.9989842973745304,0.9995543041488744,0.24671052631578946,2.0
61,459,0.8504604163811963,0.9989591537306989,0.9996239902109415,0.8419354838709677,5.0
62,456,0.3562109434284387,0.998984298992497,0.9995543041512102,0.3355263157894737,2.0
63,772,0.2543232693924344,0.9989568792362883,0.9995494203534353,0.23355263157894737,2.0
64,11295,0.23606716395786648,0.998984399427905,0.9995543057595442,0.2138157894736842,2.0
65,1536,0.34392902151372656,0.9990398494257832,0.9995675975906094,0.3157894736842105,2.0
66,2676,0.26790457067826406,0.9990398494010473,0.9995675975906039,0.23684210526315788,2.0
67,2970,0.4349781554901157,0.9990398494280569,0.9995675975906098,0.40789473684210525,2.0
68,1179,0.4932314262776173,0.9991090468793191,0.9995771303205259,0.47368421052631576,2.0
69,2425,0.3724512233564364,0.9990537522120986,0.9995693967519275,0.34210526315789475,2.0
70,280,0.34225316350374124,0.9990400486338179,0.9995676001325942,0.3125,2.0
71,4055,0.3863674457379121,0.9990400486334593,0.9995676001325942,0.35855263157894735,2.0
72,3704,0.3699312106104994,0.9991089956251503,0.9995771297278562,0.34539473684210525,2.0
73,9307,0.23694170819126398,0.9990594055119926,0.9995700135206391,0.20394736842105263,2.0
74,5065,0.4373731963252368,0.9990546614087328,0.9995694165043495,0.41118421052631576,2.0
75,5891,0.29608530581669057,0.9990432617941721,0.9995677390477692,0.26644736842105265,2.0
76,477,0.2650870164902653,0.9990432617728948,0.9995677390477637,0.23355263157894737,2.0
77,1000,0.27949470057136816,0.9990570155428129,0.99956953625876,0.24671052631578946,2.0
78,1750,0.31976766102274157,0.9990569649875806,0.9995695356665637,0.2894736842105263,2.0
79,2023,0.2818282870062386,0.9990569645709123,0.999569535666244,0.25,2.0
80,1649,0.6259478760265936,0.999687406264466,0.9999162494138791,0.607843137254902,3.0
81,6473,0.28644532350198143,0.9990635216256392,0.9995701856748873,0.2565789473684211,2.0
82,163,0.42523575147585946,0.999095288127024,0.9995753331007499,0.40131578947368424,2.0
83,2670,0.2811397019971819,0.9991086206264367,0.9995771232851782,0.25,2.0
84,2566,0.7773454026324529,0.9989591537344542,0.999623990210942,0.767741935483871,5.0
85,1127,0.3392732379021836,0.9991086206203335,0.9995771232851774,0.3092105263157895,2.0
86,9,0.3687608598234345,0.9990948551136974,0.9995753260284403,0.34210526315789475,2.0
87,1144,0.34633579819212706,0.999109049232111,0.9995771303305091,0.3223684210526316,2.0
88,443,0.3516721579269553,0.9990952868313668,0.9995753330800724,0.32894736842105265,2.0
89,4296,0.3725972318261837,0.9990948614583385,0.9995753260579336,0.34539473684210525,2.0
90,2902,0.33198179364741326,0.9991086207244706,0.9995771232852206,0.3026315789473684,2.0
91,3693,0.29217574532998,0.9999827991120918,0.9999988124928361,0.2532894736842105,2.0
92,2070,0.3297773922885452,0.9999827991198539,0.9999988124928377,0.29276315789473684,2.0
93,4078,0.389120212076298,0.9999896546378303,0.999999473443646,0.35526315789473684,2.0
94,1843,0.2838392305241696,0.9999896795232148,0.9999994736611889,0.24342105263157895,2.0
95,2714,0.378556903479103,0.9999827497145707,0.9999988119020283,0.34539473684210525,2.0
96,1675,0.3634400611524627,0.9999828030323186,0.9999988125045262,0.32894736842105265,2.0
97,5868,0.4355785611534817,0.9999965348472935,0.9999998583190968,0.40789473684210525,2.0
98,2574,0.37632358170026486,0.999982777935345,0.9999988123778527,0.34210526315789475,2.0
99,1805,0.3836906801919642,0.999996547426505,0.9999998583657038,0.35855263157894735,2.0
100,3007,0.3083101078562664,0.9999896795238016,0.9999994736611889,0.26973684210526316,2.0
101,862,0.3985673173748305,0.9999896799190078,0.9999994736615033,0.3651315789473684,2.0
102,2434,0.41210476862168594,0.999982777935333,0.9999988123778527,0.3782894736842105,2.0
103,1132,0.3400614802338966,0.9999896297246472,0.999999473317169,0.3026315789473684,2.0
104,4484,0.4285770379884959,0.9999566208316814,0.9999960146841379,0.39473684210526316,2.0
105,3514,0.47207623163474577,0.9999896799435098,0.9999994736615089,0.4407894736842105,2.0
106,943,0.48380475239814863,0.9999896830805998,0.9999994736678157,0.45394736842105265,2.0
107,465,0.2884107322063486,0.9999896795268532,0.9999994736611891,0.25,2.0
108,3983,0.4400808331438444,0.9999896826608919,0.9999994736674956,0.40789473684210525,2.0
109,9265,0.24181437825388896,0.9999703332350014,0.9999970602977617,0.20394736842105263,2.0
110,411,0.3270678180001495,0.9999895739912716,0.9999994727098132,0.27960526315789475,2.0
111,890,0.4054558911128342,0.9999964273479933,0.9999998573650866,0.3651315789473684,2.0
112,982,0.2900715898117666,0.9999964538190715,0.9999998574939648,0.24671052631578946,2.0
113,627,0.3367878551854371,0.999996427151734,0.999999857364971,0.29276315789473684,2.0
114,3960,0.5181759055736613,0.9999965607650341,0.9999998584472446,0.4901315789473684,2.0
115,2256,0.35921926146333194,0.9999897890290531,0.9999994753047631,0.3157894736842105,2.0
116,2429,0.37292351377055855,0.9999965528578855,0.9999998584277631,0.3355263157894737,2.0
117,8051,0.31345609073440245,0.9999965528701266,0.9999998584277653,0.2730263157894737,2.0
118,2241,0.3547847559467335,0.9999965277608097,0.9999998583010897,0.3157894736842105,2.0
119,7753,0.34661944507546627,0.9999895349486723,0.9999994724098692,0.2993421052631579,2.0
120,830,0.4114621280624418,0.9999965277730524,0.9999998583010917,0.375,2.0
121,2647,0.3530594062120296,0.9999964398965311,0.9999998574116871,0.3125,2.0
122,1830,0.48627770391231406,0.9999965277727766,0.9999998583010917,0.4506578947368421,2.0
123,4240,0.36623462255888195,0.9999964273614925,0.9999998573650888,0.3256578947368421,2.0
124,1965,0.37360660402205376,0.9999965306896551,0.9999998583118073,0.3355263157894737,2.0
125,5622,0.19891830680567724,0.9999762708546508,0.9999984340333775,0.14144736842105263,2.0
126,1477,0.46669904172478904,0.9999964524588553,0.9999998574917621,0.4309210526315789,2.0
127,1006,0.323277338541982,0.999996527760809,0.9999998583010897,0.28289473684210525,2.0
128,244,0.35279767054820993,0.9999965277607918,0.9999998583010897,0.3125,2.0
129,9188,0.3821210205517039,0.999996527760714,0.9999998583010897,0.34210526315789475,2.0
130,2884,0.356204916680593,0.9999964397019949,0.9999998574115717,0.3157894736842105,2.0
131,1134,0.430871920629247,0.9999965277608102,0.9999998583010897,0.39473684210526316,2.0
132,1601,0.5374434096266297,0.9999965599807616,0.9999998584457781,0.5098684210526315,2.0
133,2220,0.3042221529167707,0.9999965599685009,0.999999858445776,0.26644736842105265,2.0
134,813,0.3436975240559359,0.999996038061347,0.999999850495393,0.2993421052631579,2.0
135,2585,0.40425930386499653,0.999989788936946,0.9999994753047214,0.3618421052631579,2.0
136,2861,0.33561694509436074,0.9999965607527734,0.9999998584472426,0.2993421052631579,2.0
137,2342,0.38946485472792114,0.9999965607527794,0.9999998584472426,0.35526315789473684,2.0
138,2763,0.32393401127283655,0.9999960377686777,0.9999998504951216,0.27960526315789475,2.0
139,1944,0.3463326453241452,0.9999964567499382,0.9999998575045993,0.2993421052631579,2.0
140,1966,0.2991161129403922,0.999996505432316,0.9999998580939614,0.24671052631578946,2.0
141,2293,0.38855963177259983,0.9999965607641146,0.9999998584472446,0.34868421052631576,2.0
142,2543,0.35770847161744534,0.9999965062173483,0.9999998580948151,0.3092105263157895,2.0
143,1801,0.2608736688056346,0.9999960972555214,0.9999998511605055,0.20065789473684212,2.0
144,11013,0.3078882375167986,0.9999965556418072,0.9999998584382981,0.2598684210526316,2.0
145,2423,0.3846458953959626,0.9999965607656464,0.9999998584472448,0.34539473684210525,2.0
146,142,0.35194652555138495,0.9999966674971025,0.9999998600850456,0.3092105263157895,2.0
147,3424,0.29447248130762144,0.9999964936783419,0.9999998580147432,0.24342105263157895,2.0
148,539,0.4635778372586774,0.9999965474395253,0.999999858365706,0.4309210526315789,2.0
149,3554,0.35028969707942664,0.9999900303872002,0.999999480232296,0.29605263157894735,2.0
150,979,0.2935927102388019,0.9999964371397447,0.9999998574059162,0.24013157894736842,2.0
151,3374,0.5114726316424368,0.9999961411898807,0.9999998514419125,0.46381578947368424,2.0
152,3545,0.3327891143481649,0.9999961288999029,0.9999998513954452,0.28289473684210525,2.0
153,3047,0.47307578245431303,0.9999966675032809,0.9999998600850464,0.4375,2.0
154,96,0.2679980581162077,0.9999962293100402,0.9999998530037623,0.2138157894736842,2.0
155,461,0.325849359404417,0.999996667886941,0.9999998600855848,0.27960526315789475,2.0
156,3026,0.4161754682464449,0.9999962293100462,0.9999998530037623,0.3684210526315789,2.0
157,3593,0.3892704196385631,0.9999961288987854,0.9999998513954452,0.34210526315789475,2.0
158,128,0.3592314521859524,0.9999964523559485,0.9999998574916881,0.3026315789473684,2.0
159,3787,0.30925740935150053,0.9999965053280332,0.9999998580938873,0.24671052631578946,2.0
160,3691,0.45538456889752793,0.9999967181247001,0.9999998606772624,0.40789473684210525,2.0
161,1054,0.42915049552451173,0.9999964519622445,0.9999998574913739,0.375,2.0
162,2433,0.45622522394078757,0.999996721456324,0.9999998606882975,0.40789473684210525,2.0
163,4937,0.31219632911911654,0.9999965240278679,0.9999998582943527,0.24342105263157895,2.0
164,2124,0.286731279433544,0.999996452740425,0.9999998574922265,0.2236842105263158,2.0
165,322,0.3181409687114882,0.999996452740425,0.9999998574922265,0.2565789473684211,2.0
166,3168,0.40940447202855074,0.9999967212614532,0.9999998606880991,0.3618421052631579,2.0
167,4355,0.3714844532729431,0.9999964519561623,0.9999998574913732,0.3125,2.0
168,2396,0.4276794516021338,0.9999967214575431,0.9999998606882975,0.3815789473684211,2.0
169,1678,0.38213020527966124,0.9999965153965702,0.9999998581304513,0.3223684210526316,2.0
170,925,0.4354742044339198,0.9999965154210547,0.9999998581304614,0.3782894736842105,2.0
171,1005,0.2981637787450767,0.9999965154210532,0.9999998581304614,0.23355263157894737,2.0
172,2110,0.5060025849488289,0.9999966678959258,0.9999998600855861,0.46710526315789475,2.0
173,697,0.4035501685378791,0.9999965153965574,0.9999998581304513,0.34539473684210525,2.0
174,1366,0.33234764950246926,0.9999967197713605,0.9999998606859319,0.26973684210526316,2.0
175,3117,0.4918053853393798,0.9999966678958777,0.9999998600855861,0.4506578947368421,2.0
176,1050,0.3222039977378753,0.9999966660134709,0.9999998600831049,0.2598684210526316,2.0
177,2242,0.4174231922708714,0.9999967197747848,0.9999998606859324,0.3618421052631579,2.0
178,562,0.3615037675366855,0.9999966589321332,0.9999998600527885,0.3026315789473684,2.0
179,197,0.38073634661925404,0.999996719771745,0.9999998606859322,0.3223684210526316,2.0
180,5369,0.4320916728255873,0.9999967197748072,0.9999998606859324,0.3782894736842105,2.0
181,496,0.30956458305296,0.9999999596254932,0.9999999998233744,0.23684210526315788,2.0
182,7401,0.2872132477072564,0.9999999329418393,0.9999999996017221,0.2138157894736842,2.0
183,2,0.2859899918042311,0.9999999329426053,0.9999999996017221,0.2138157894736842,2.0
184,1829,0.46690026143647106,0.9999999329456871,0.9999999996017225,0.40789473684210525,2.0
185,428,0.41813327253877697,0.999999933877016,0.999999999602634,0.3618421052631579,2.0
186,3651,0.4600011718215451,0.9999999605660449,0.9999999998242869,0.40789473684210525,2.0
187,2486,0.3193168763837798,0.9999998827269282,0.9999999990100533,0.25,2.0
188,1688,0.4474833296157,0.9999999589986012,0.9999999998203004,0.39473684210526316,2.0
189,3008,0.33896601118719866,0.9999999606644356,0.9999999998243602,0.27631578947368424,2.0
190,9203,0.3332833390248263,0.9999999800402162,0.9999999999352277,0.26973684210526316,2.0
191,1575,0.42288775207883766,0.9999999605664264,0.9999999998242869,0.3684210526315789,2.0
192,361,0.37152888598042094,0.9999999598246258,0.99999999982349,0.3059210526315789,2.0
193,1775,0.4487816267826446,0.9999999605675512,0.9999999998242872,0.39473684210526316,2.0
194,239,0.3224162952993385,0.9999999863144978,0.9999999999523712,0.2598684210526316,2.0
195,3302,0.33056435310223115,0.9999999581097988,0.9999999998194036,0.26644736842105265,2.0
196,1713,0.4638698430918198,0.9999999280930549,0.9999999995883826,0.40789473684210525,2.0
197,415,0.3680366361245169,0.9999999596776007,0.9999999998233902,0.3059210526315789,2.0
198,1077,0.40172312482480804,0.9999999280892196,0.9999999995883823,0.34210526315789475,2.0
199,4134,0.3683155225128574,0.9999999094443618,0.9999999994790478,0.2993421052631579,2.0
200,3513,0.39876691249547913,0.9999999312300697,0.9999999995992195,0.33881578947368424,2.0
201,1378,0.3334961211157828,0.9999999314253777,0.9999999995994177,0.26644736842105265,2.0
202,2503,0.3614916318831728,0.9999999866054946,0.999999999952529,0.2993421052631579,2.0
203,559,0.34975720008270245,0.9999999601236221,0.999999999823957,0.27960526315789475,2.0
204,6555,0.3768819939127237,0.9999999360137355,0.9999999996078796,0.3092105263157895,2.0
205,882,0.4142948923530811,0.9999999845459262,0.9999999999498521,0.34868421052631576,2.0
206,744,0.38013891545946626,0.9999999602216562,0.9999999998240302,0.3125,2.0
207,86,0.49309655419377635,0.9999999853244806,0.9999999999507044,0.4375,2.0
208,1545,0.3755982071900382,0.9999999865564776,0.9999999999525021,0.3157894736842105,2.0
209,2666,0.45265030398825834,0.9999999602216595,0.9999999998240302,0.39144736842105265,2.0
210,3935,0.3082893131473937,0.9999999865074127,0.9999999999524863,0.24013157894736842,2.0
211,396,0.34157585204861196,0.9999999865074127,0.9999999999524863,0.27631578947368424,2.0
212,2694,0.3703245387343612,0.9999999845459382,0.9999999999498521,0.3026315789473684,2.0
213,1126,0.360303448540998,0.9999999865074131,0.9999999999524863,0.29605263157894735,2.0
214,3734,0.4247899830205322,0.9999999845459382,0.9999999999498521,0.3618421052631579,2.0
215,944,0.4069673924288842,0.9999999861152713,0.9999999999521725,0.34539473684210525,2.0
216,2453,0.3955245401502877,0.9999999602216562,0.9999999998240302,0.32894736842105265,2.0
217,4596,0.4929406839438646,0.9999999865426381,0.9999999999524999,0.4375,2.0
218,2489,0.36634992557952295,0.9999999601232384,0.999999999823957,0.29605263157894735,2.0
219,2895,0.3845563983283915,0.9999999592347941,0.9999999998230603,0.3125,2.0
220,2555,0.37596126115257833,0.9999999853302218,0.9999999999507058,0.3125,2.0
221,317,0.4210939409026832,0.9999999853306042,0.9999999999507058,0.35855263157894735,2.0
222,2219,0.3665316781686233,0.9999999857223515,0.9999999999510196,0.3026315789473684,2.0
223,494,0.2888051423120677,0.9999999849258074,0.9999999999501642,0.2138157894736842,2.0
224,2581,0.33767260204241667,0.9999999602155283,0.9999999998240294,0.26644736842105265,2.0
225,112,0.4515614134410675,0.9999999863865333,0.9999999999524078,0.3848684210526316,2.0
226,3674,0.32626595494967736,0.9999999862915572,0.9999999999523658,0.25,2.0
227,395,0.3352612870663217,0.9999999861933345,0.9999999999522098,0.2598684210526316,2.0
228,2039,0.5975488605882086,0.9999999248720132,0.9999999994866962,0.5555555555555556,3.0
229,2712,0.43989615736737153,0.9999999866087526,0.9999999999525292,0.3815789473684211,2.0
230,123,0.44199528592122495,0.9999999870286458,0.9999999999530791,0.3815789473684211,2.0
231,9640,0.31560431095419417,0.9999999863865333,0.9999999999524078,0.24013157894736842,2.0
232,2974,0.4426022219603105,0.9999999866087526,0.9999999999525292,0.3848684210526316,2.0
233,2508,0.4627208661926228,0.9999999870286578,0.9999999999530791,0.40460526315789475,2.0
234,588,0.3379738099012334,0.9999999865826042,0.9999999999525234,0.26644736842105265,2.0
235,7231,0.41774383967967316,0.9999999607895125,0.9999999998253768,0.33881578947368424,2.0
236,3108,0.3734492856786763,0.9999999865597587,0.9999999999525024,0.3092105263157895,2.0
237,2458,0.43305256424922567,0.9999999865826057,0.9999999999525234,0.3684210526315789,2.0
238,6701,0.3449513578569471,0.9999999863252604,0.9999999999523789,0.26644736842105265,2.0
239,3883,0.3650478334680976,0.9999999847168193,0.999999999950045,0.28289473684210525,2.0
240,222,0.4278389584712574,0.999999986481508,0.9999999999524806,0.3618421052631579,2.0
241,2497,0.42095310523999135,0.9999999861381904,0.9999999999521824,0.34868421052631576,2.0
242,3835,0.3704785997383185,0.9999999864845703,0.9999999999524808,0.2993421052631579,2.0
243,1372,0.3795634949970081,0.9999999849160252,0.9999999999501606,0.3059210526315789,2.0
244,7445,0.3830900765190643,0.9999999849487358,0.999999999950174,0.3026315789473684,2.0
245,6034,0.40235025500331156,0.9999999864927487,0.9999999999524841,0.3157894736842105,2.0
246,115,0.39743989367451116,0.9999999863769294,0.9999999999524062,0.3157894736842105,2.0
247,1189,0.38001790305921174,0.9999999870041743,0.9999999999530692,0.3092105263157895,2.0
248,11065,0.389419121681095,0.9999999864014381,0.999999999952412,0.3092105263157895,2.0
249,425,0.3531526375955103,0.9999999861822946,0.9999999999522078,0.26973684210526316,2.0
250,860,0.37170935555711154,0.9999999861822946,0.9999999999522078,0.2894736842105263,2.0
251,2527,0.3532130262300244,0.9999999864994705,0.9999999999524849,0.26644736842105265,2.0
252,9883,0.3885105295884215,0.9999999866122115,0.9999999999525298,0.3223684210526316,2.0
253,1535,0.3678314100808363,0.9999999861822706,0.9999999999522078,0.28289473684210525,2.0
254,3675,0.3720430375770629,0.9999999861838024,0.999999999952208,0.28618421052631576,2.0
255,892,0.4963813049731243,0.9999999870301951,0.9999999999530793,0.4309210526315789,2.0
256,2762,0.3095756362991076,0.9999999858866422,0.9999999999520496,0.2138157894736842,2.0
257,3069,0.39365653976452525,0.9999999861822716,0.9999999999522078,0.3157894736842105,2.0
258,2651,0.3880812108747107,0.9999999861822714,0.9999999999522078,0.3059210526315789,2.0
259,2618,0.47732812255768,0.9999999872263617,0.9999999999532779,0.40789473684210525,2.0
260,5442,0.36316253178399543,0.9999999861251145,0.9999999999521801,0.26973684210526316,2.0
261,1787,0.4766913277096806,0.9999999866637952,0.9999999999525456,0.41118421052631576,2.0
262,1397,0.3644353083139099,0.9999999862309168,0.9999999999522234,0.27960526315789475,2.0
263,3785,0.41497186986839546,0.9999999870105929,0.9999999999530763,0.33223684210526316,2.0
264,3678,0.43827328185679093,0.999999987010976,0.9999999999530763,0.35855263157894735,2.0
265,623,0.4070283318180793,0.9999999872263694,0.9999999999532779,0.33881578947368424,2.0
266,8260,0.39107696159084454,0.9999999872067595,0.9999999999532749,0.3059210526315789,2.0
267,3001,0.3872167018252592,0.9999999865926142,0.9999999999525268,0.3059210526315789,2.0
268,655,0.3756050374437067,0.999999987231268,0.9999999999532807,0.2894736842105263,2.0
269,4093,0.4771761354222952,0.9999999869847539,0.9999999999530662,0.40131578947368424,2.0
270,1332,0.34345953303570315,0.9999999869845632,0.9999999999530662,0.2532894736842105,2.0
271,2528,0.485172138618881,0.9999999870286718,0.9999999999530791,0.4243421052631579,2.0
272,2011,0.39777780530098905,0.9999999872386173,0.9999999999532815,0.3256578947368421,2.0
273,1721,0.8118439122557147,0.9999999990008291,0.9999999999992244,0.7838709677419354,5.0
274,3260,0.28923151932229396,0.9999999866446799,0.9999999999525426,0.19736842105263158,2.0
275,3283,0.4460842328289772,0.9999999997189695,0.999999999999862,0.35855263157894735,2.0
276,3781,0.41400879345932046,0.9999999997312173,0.9999999999998656,0.3223684210526316,2.0
277,7203,0.5740749818137342,0.9999999999476865,0.9999999999999841,0.5131578947368421,2.0
278,1402,0.35549856194809526,0.9999999997319833,0.9999999999998658,0.2565789473684211,2.0
279,1157,0.46430493655882926,0.9999999998300786,0.9999999999999387,0.3782894736842105,2.0
280,1065,0.44685293548891897,0.9999999995229102,0.9999999999996634,0.3618421052631579,2.0
281,4347,0.4446513519641569,0.9999999997312298,0.9999999999998656,0.35855263157894735,2.0
282,3076,0.4463293448793933,0.9999999997287746,0.9999999999998631,0.375,2.0
283,3586,0.47489496941864145,0.9999999998300786,0.9999999999999387,0.39144736842105265,2.0
284,9403,0.4031231902263621,0.9999999999227042,0.9999999999999784,0.3157894736842105,2.0
285,1115,0.5362874798950333,0.9999999998398721,0.9999999999999398,0.47368421052631576,2.0
286,1874,0.45047669608873003,0.999999999741023,0.9999999999998664,0.3782894736842105,2.0
287,423,0.4687011190534841,0.9999999998459994,0.9999999999999409,0.3980263157894737,2.0
288,5483,0.4325976421954707,0.9999999997319953,0.9999999999998658,0.34539473684210525,2.0
289,187,0.3884628284468751,0.9999999997287746,0.9999999999998631,0.3092105263157895,2.0
290,62,0.4891622308985444,0.9999999998459962,0.9999999999999409,0.41776315789473684,2.0
291,8330,0.35178270382086796,0.9999999998423328,0.9999999999999407,0.2565789473684211,2.0
292,1771,0.4664710049262076,0.9999999997312298,0.9999999999998656,0.3815789473684211,2.0
293,2493,0.43851643969015514,0.9999999997314208,0.9999999999998656,0.3519736842105263,2.0
294,6425,0.39467714623323913,0.99999999983027,0.9999999999999387,0.3026315789473684,2.0
295,3923,0.4467689236201002,0.9999999997314214,0.9999999999998656,0.3651315789473684,2.0
296,2245,0.4253953776172046,0.9999999999459634,0.9999999999999839,0.3519736842105263,2.0
297,2896,0.5233455461311187,0.9999999997410235,0.9999999999998664,0.4605263157894737,2.0
298,3391,0.38239568221596415,0.9999999997344861,0.9999999999998658,0.29605263157894735,2.0
299,1898,0.47401679163549587,0.9999999998333353,0.9999999999999388,0.3980263157894737,2.0
300,3367,0.37381481026988383,0.9999999997344918,0.9999999999998658,0.28618421052631576,2.0
301,3915,0.363620108975855,0.9999999999473035,0.9999999999999841,0.2730263157894737,2.0
302,1780,0.4549888122963678,0.9999999999473035,0.9999999999999841,0.3782894736842105,2.0
303,8519,0.3375950867548829,0.9999999998427341,0.9999999999999407,0.24013157894736842,2.0
304,3980,0.4234102393362099,0.9999999998430931,0.9999999999999407,0.3355263157894737,2.0
305,4350,0.44593894035881587,0.9999999999411764,0.9999999999999831,0.3651315789473684,2.0
306,686,0.357357636984397,0.9999999999411764,0.9999999999999831,0.2631578947368421,2.0
307,362,0.3854426484800967,0.999999999836586,0.9999999999999394,0.29276315789473684,2.0
308,299,0.5045379878809022,0.9999999997511881,0.9999999999998685,0.4342105263157895,2.0
309,2488,0.45482183532381215,0.9999999999411764,0.9999999999999831,0.3717105263157895,2.0
310,2985,0.43451149639669334,0.9999999998366104,0.9999999999999394,0.3519736842105263,2.0
311,2056,0.5104915909372933,0.9999999999264835,0.9999999999999809,0.4276315789473684,2.0
312,2817,0.44499902792266977,0.9999999999411764,0.9999999999999831,0.3684210526315789,2.0
313,385,0.42807099681717087,0.9999999998427341,0.9999999999999407,0.34210526315789475,2.0
