"id","churnBinario","churnSimples","churnLinear","churnExponencial_2","churnExponencial_e","churnRecente"
2122,0,0.0512820513,0.0469541075,7.62958e-05,1.6222e-06,0.05128205128205132
1637,0,0.0769230769,0.0674505961,0.1250152681,0.0855484082,0.07692307692307687
2087,0,0.1282051282,0.0923566879,0.0002441425,1.05575e-05,0.1282051282051282
764,0,0.1794871795,0.1336763025,0.1250152682,0.0855484082,0.17948717948717952
3592,0,0.0897435897,0.079781153,0.1250763033,0.085549837,0.08974358974358976
3871,0,0.1474358974,0.1152212967,0.6253204346,0.7176809534,0.14743589743589747
3487,0,0.0576923077,0.0519353258,0.1250152681,0.0855484082,0.05769230769230771
1493,0,0.0576923077,0.042707823,1.52681e-05,1.934e-07,0.05769230769230771
374,0,0.1794871795,0.1208557896,0.125061037,0.0855496437,0.17948717948717952
1730,0,0.108974359,0.0929283031,0.6250762958,0.7176703959,0.10897435897435892
2379,0,0.1153846154,0.1074636616,0.6250763014,0.7176703959,0.11538461538461542
2925,0,0.0384615385,0.0264576188,0.1250152588,0.0855484082,0.038461538461538436
1628,0,0.1025641026,0.0935815777,0.1250152607,0.0855484082,0.10256410256410253
866,0,0.0833333333,0.0607545321,0.6250152588,0.7176689671,0.08333333333333337
1338,0,0.0384615385,0.0125755349,0.0,0.0,0.038461538461538436
1979,0,0.1602564103,0.1217540421,0.1253204364,0.0855603945,0.16025641025641024
346,0,0.0769230769,0.040911318,1.52588e-05,1.934e-07,0.07692307692307687
1909,0,0.0705128205,0.0441776907,0.1250152588,0.0855484082,0.07051282051282048
2099,0,0.1217948718,0.1015025314,0.1250152588,0.0855484082,0.1217948717948718
3760,0,0.1346153846,0.1271435571,7.6294e-06,7.11e-08,0.13461538461538458
5270,0,0.0320512821,0.0229462682,0.125,0.0855482149,0.03205128205128205
2926,0,0.0576923077,0.0318471338,0.125,0.0855482149,0.05769230769230771
1699,0,0.1730769231,0.1486199575,0.6252594069,0.7176795246,0.17307692307692313
3909,0,0.0320512821,0.021884697,0.125,0.0855482149,0.03205128205128205
1731,0,0.0833333333,0.0512820513,1.52607e-05,1.934e-07,0.08333333333333337
11265,0,0.108974359,0.1087702107,0.6252594087,0.7176795246,0.10897435897435892
2519,0,0.0705128205,0.0429528009,1.9e-09,0.0,0.07051282051282048
1481,0,0.0769230769,0.0501388208,1.52681e-05,1.934e-07,0.07096774193548383
10364,0,0.0384615385,0.0350318471,0.5,0.6321205588,0.032258064516129004
4034,0,0.1025641026,0.096766291,0.5009765625,0.6321985687,0.09677419354838712
401,0,0.0448717949,0.0499755022,0.1250152588,0.0855484082,0.03870967741935483
2330,0,0.1346153846,0.1080352768,0.6250610445,0.7176702025,0.12903225806451613
1806,0,0.1217948718,0.0933365997,1.52681e-05,1.934e-07,0.11612903225806448
3834,0,0.0320512821,0.0280091458,1.52588e-05,1.934e-07,0.02580645161290318
1222,0,0.108974359,0.0654091132,0.0,0.0,0.10322580645161294
212,0,0.0769230769,0.0702270129,0.0,0.0,0.07096774193548383
1019,0,0.0256410256,0.0164951821,0.0,0.0,0.01935483870967747
459,1,0.6858974359,0.7861342479,1.0,1.0,0.6838709677419355
456,0,0.0576923077,0.0565899069,0.5,0.6321205588,0.05161290322580647
772,0,0.0256410256,0.0153519517,0.0,0.0,0.01935483870967747
11295,0,0.0384615385,0.0350318471,0.5,0.6321205588,0.032258064516129004
1536,0,0.0384615385,0.040911318,0.5,0.6321205588,0.032258064516129004
2676,0,0.0320512821,0.0311938592,0.0,0.0,0.02580645161290318
2970,0,0.0641025641,0.0736567042,0.1250152588,0.0855484082,0.058064516129032295
1179,0,0.25,0.2319124612,0.5012213085,0.6322091277,0.2451612903225806
2425,0,0.0641025641,0.0725134738,0.0002441406,1.05575e-05,0.058064516129032295
280,0,0.0384615385,0.0395231096,7.5e-09,0.0,0.032258064516129004
4055,0,0.0320512821,0.0302956067,0.0,0.0,0.02580645161290318
3704,0,0.0769230769,0.062796015,7.62939e-05,1.6222e-06,0.07096774193548383
9307,0,0.0256410256,0.0127388535,0.0,0.0,0.01935483870967747
5065,0,0.1217948718,0.1480483423,0.0051345903,0.0006650578,0.11612903225806448
5891,0,0.0256410256,0.0216397191,0.0,0.0,0.01935483870967747
477,0,0.0320512821,0.030867222,1.9e-09,0.0,0.02580645161290318
1000,0,0.0641025641,0.0568348849,0.0002441406,1.05575e-05,0.058064516129032295
1750,0,0.0448717949,0.0556099951,0.5000000019,0.6321205588,0.03870967741935483
2023,0,0.0384615385,0.0325820676,1.9e-09,0.0,0.032258064516129004
1649,0,0.2884615385,0.3334149927,0.0794321702,0.0358208961,0.28387096774193543
6473,0,0.0512820513,0.0365833742,1.192e-07,2e-10,0.04516129032258065
163,0,0.0641025641,0.0503021395,0.1250000019,0.0855482149,0.058064516129032295
2670,0,0.0576923077,0.0494855463,1.52607e-05,1.934e-07,0.05161290322580647
2566,1,0.5384615385,0.539359791,0.8333384198,0.9010620322,0.5354838709677419
1127,0,0.1025641026,0.1108116936,0.5000152681,0.6321207522,0.09677419354838712
9,0,0.0384615385,0.0360934183,1.52607e-05,1.934e-07,0.032258064516129004
1144,0,0.1025641026,0.0707986281,0.1250152588,0.0855484082,0.09677419354838712
443,0,0.0833333333,0.0377266046,1.52588e-05,1.934e-07,0.07741935483870965
4296,0,0.0448717949,0.0472807447,6.1037e-05,1.4288e-06,0.03870967741935483
2902,0,0.0961538462,0.1086885514,0.0003204439,1.21797e-05,0.0903225806451613
3693,0,0.0320512821,0.0329087049,0.1250000019,0.0855482149,0.02580645161290318
2070,0,0.0256410256,0.0182100278,1.9e-09,0.0,0.01935483870967747
4078,0,0.0705128205,0.0767597583,0.1252594087,0.0855589657,0.06451612903225812
1843,0,0.0833333333,0.0731667483,0.1250762958,0.085549837,0.07741935483870965
2714,0,0.0512820513,0.0410746366,0.1250152588,0.0855484082,0.04516129032258065
1675,0,0.108974359,0.0868855136,0.1250152607,0.0855484082,0.09740259740259738
5868,0,0.141025641,0.0821492732,0.0012207031,8.85674e-05,0.1298701298701299
2574,0,0.0833333333,0.0740650008,0.6250152607,0.7176689671,0.0714285714285714
1805,0,0.1666666667,0.0960313572,0.6262207031,0.7177573411,0.1558441558441559
3007,0,0.0961538462,0.0845990528,0.6250762958,0.7176703959,0.08441558441558439
862,0,0.1217948718,0.1099134411,0.1262969989,0.0856384044,0.11038961038961037
2434,0,0.0641025641,0.0550383799,0.1250152607,0.0855484082,0.051948051948051965
1132,0,0.0833333333,0.0647558386,0.1252594069,0.0855589657,0.0714285714285714
4484,0,0.1538461538,0.1073820023,0.5000001267,0.632120559,0.1428571428571429
3514,0,0.2115384615,0.1796504981,0.1262970045,0.0856384044,0.2012987012987013
943,0,0.2371794872,0.2166421689,0.001297595,9.0191e-05,0.2272727272727273
465,0,0.0705128205,0.0407479993,0.1250152607,0.0855484082,0.058441558441558406
3983,0,0.1923076923,0.146170178,0.6262969989,0.7177589632,0.18181818181818177
9265,0,0.0641025641,0.0229462682,1.52588e-05,1.934e-07,0.051948051948051965
411,0,0.0384615385,0.0361750776,0.1250152607,0.0855484082,0.025974025974025983
890,0,0.1217948718,0.1016658501,0.6253204439,0.7176809534,0.11038961038961037
982,0,0.0833333333,0.0536501715,0.1250152607,0.0855484082,0.0714285714285714
627,0,0.0961538462,0.0732484076,0.1252594013,0.0855589657,0.08441558441558439
3960,0,0.2628205128,0.2197452229,0.6262817774,0.7177587699,0.2532467532467533
2256,0,0.1025641026,0.0878654254,0.1250610445,0.0855496437,0.09090909090909094
2429,0,0.1217948718,0.0701453536,0.0002594013,1.07509e-05,0.11038961038961037
8051,0,0.0961538462,0.0828025478,0.625320442,0.7176809534,0.08441558441558439
2241,0,0.108974359,0.0774130328,0.6250152607,0.7176689671,0.09740259740259738
7753,0,0.0641025641,0.0431161195,0.1250000019,0.0855482149,0.051948051948051965
830,0,0.141025641,0.1007675976,0.6250762958,0.7176703959,0.1298701298701299
2647,0,0.1217948718,0.0814143394,0.1250762958,0.085549837,0.11038961038961037
1830,0,0.2307692308,0.2044749306,0.1252599955,0.0855589672,0.22077922077922074
4240,0,0.1153846154,0.0767597583,0.6250762939,0.7176703959,0.10389610389610393
1965,0,0.1282051282,0.0828842071,0.5000000019,0.6321205588,0.11688311688311692
5622,0,0.0320512821,0.0228646089,1.52607e-05,1.934e-07,0.01948051948051943
1477,0,0.2371794872,0.2212150906,0.626296999,0.7177589632,0.2272727272727273
1006,0,0.0833333333,0.059447983,0.6250610352,0.7176702025,0.0714285714285714
244,0,0.1217948718,0.0917034134,0.6250762958,0.7176703959,0.11038961038961037
9188,0,0.1217948718,0.0979911808,0.1250762958,0.085549837,0.11038961038961037
2884,0,0.0833333333,0.064837498,0.6250152607,0.7176689671,0.0714285714285714
1134,0,0.1730769231,0.1255103707,0.1259918232,0.0856264181,0.16233766233766234
1601,0,0.2692307692,0.236240405,0.6260534544,0.7177484072,0.2597402597402597
2220,0,0.0833333333,0.0387881757,0.1250152588,0.0855484082,0.0714285714285714
813,0,0.0641025641,0.0349501878,0.1250152588,0.0855484082,0.051948051948051965
2585,0,0.0576923077,0.0374816267,0.1250152588,0.0855484082,0.045454545454545414
2861,0,0.0961538462,0.0498938429,0.1250152588,0.0855484082,0.08441558441558439
2342,0,0.1474358974,0.110403397,0.1250763033,0.085549837,0.13636363636363635
2763,0,0.0641025641,0.0552833578,0.6250152588,0.7176689671,0.051948051948051965
1944,0,0.1025641026,0.0539768088,0.0,0.0,0.09090909090909094
1966,0,0.0384615385,0.0230279275,0.125,0.0855482149,0.025974025974025983
2293,0,0.108974359,0.0787195819,0.5000762958,0.632122181,0.09740259740259738
2543,0,0.0384615385,0.0372366487,1.52607e-05,1.934e-07,0.025974025974025983
1801,0,0.0576923077,0.0275191899,0.0,0.0,0.045454545454545414
11013,0,0.0256410256,0.0059611302,0.0,0.0,0.006535947712418277
2423,0,0.1153846154,0.0654907725,0.625,0.7176687737,0.0980392156862745
142,0,0.0769230769,0.0200881921,0.0,0.0,0.05882352941176472
3424,0,0.0576923077,0.0313571779,0.0,0.0,0.039215686274509776
539,0,0.1987179487,0.1236322064,1.9083e-06,9.6e-09,0.18300653594771243
3554,0,0.0384615385,0.0276825086,9e-10,0.0,0.019607843137254943
979,0,0.0384615385,0.0167401601,0.0,0.0,0.019607843137254943
3374,0,0.2179487179,0.2494692144,7.6623e-06,7.12e-08,0.20261437908496727
3545,0,0.0641025641,0.0439327127,0.125,0.0855482149,0.04575163398692805
3047,0,0.2371794872,0.2010452393,0.5012359712,0.6322093196,0.2222222222222222
96,0,0.0384615385,0.0186999837,0.0,0.0,0.019607843137254943
461,0,0.0833333333,0.0429528009,0.125,0.0855482149,0.065359477124183
3026,0,0.0576923077,0.0512820513,0.1250152607,0.0855484082,0.039215686274509776
3593,0,0.0641025641,0.0431977789,0.0,0.0,0.04575163398692805
128,0,0.0448717949,0.0293156949,0.0625,0.0314714295,0.02614379084967322
3787,0,0.0448717949,0.0252327291,0.0,0.0,0.02614379084967322
3691,0,0.1666666667,0.1464968153,0.6253052056,0.71768076,0.15032679738562094
1054,0,0.0576923077,0.0365017148,0.0,0.0,0.039215686274509776
2433,0,0.1666666667,0.1438020578,0.1252594087,0.0855589657,0.15032679738562094
4937,0,0.0512820513,0.0390331537,7.5e-09,0.0,0.0326797385620915
2124,0,0.0256410256,0.0059611302,0.0,0.0,0.006535947712418277
322,0,0.0448717949,0.0262943002,0.0,0.0,0.02614379084967322
3168,0,0.1346153846,0.1023191246,0.1250762958,0.085549837,0.11764705882352944
4355,0,0.0448717949,0.0332353422,0.0625000009,0.0314714295,0.02614379084967322
2396,0,0.1602564103,0.1132614731,0.1252441499,0.0855587724,0.14379084967320266
1678,0,0.0641025641,0.054548424,0.0002441406,1.05575e-05,0.04575163398692805
925,0,0.108974359,0.1142413849,0.0002441779,1.05575e-05,0.09150326797385622
1005,0,0.0384615385,0.0259676629,0.0,0.0,0.019607843137254943
2110,0,0.1025641026,0.0496488649,1.9e-09,0.0,0.08496732026143794
697,0,0.0576923077,0.0503021395,0.0002441406,1.05575e-05,0.039215686274509776
1366,0,0.0833333333,0.069982035,0.500061037,0.6321219876,0.065359477124183
3117,0,0.0897435897,0.0479340193,1.52607e-05,1.934e-07,0.07189542483660127
1050,0,0.0769230769,0.0836191409,0.500061037,0.6321219876,0.05882352941176472
2242,0,0.1346153846,0.1458435407,0.5000615214,0.6321219889,0.11764705882352944
562,0,0.0512820513,0.0384615385,0.0625076303,0.0314715006,0.0326797385620915
197,0,0.0961538462,0.0864772171,0.0002441499,1.05575e-05,0.07843137254901966
5369,0,0.1153846154,0.1116282868,0.0009771605,7.80114e-05,0.0980392156862745
496,0,0.0769230769,0.0562632696,1.52607e-05,1.934e-07,0.05882352941176472
7401,0,0.0384615385,0.0241711579,7.62939e-05,1.6222e-06,0.019607843137254943
2,0,0.0512820513,0.0399314062,1.52607e-05,1.934e-07,0.0326797385620915
1829,0,0.0897435897,0.0975828842,0.5000763033,0.632122181,0.07189542483660127
428,0,0.108974359,0.086967173,0.1250152681,0.0855484082,0.09150326797385622
3651,0,0.1666666667,0.146170178,0.1253204439,0.0855603945,0.15032679738562094
2486,0,0.0448717949,0.0337252981,0.0039062521,0.0005764193,0.02614379084967322
1688,0,0.1282051282,0.1270618978,0.6252594311,0.7176795246,0.11111111111111116
3008,0,0.0769230769,0.0417279112,6.10426e-05,1.4288e-06,0.05882352941176472
9203,0,0.0705128205,0.038869835,0.5,0.6321205588,0.05228758169934644
1575,0,0.1794871795,0.1638085906,0.6253204364,0.7176809534,0.1633986928104575
361,0,0.1025641026,0.1016658501,0.6253204346,0.7176809534,0.08496732026143794
1775,0,0.1666666667,0.1643802058,0.5012974758,0.6322107497,0.15032679738562094
239,0,0.0897435897,0.0504654581,0.0003051758,1.19863e-05,0.06578947368421051
3302,0,0.0769230769,0.0450759432,1.52607e-05,1.934e-07,0.052631578947368474
1713,0,0.0576923077,0.0419728891,0.0625152607,0.0314716228,0.03289473684210531
415,0,0.1025641026,0.0942348522,0.6250763033,0.7176703959,0.07894736842105265
1077,0,0.0384615385,0.0146986771,0.125,0.0855482149,0.013157894736842146
4134,0,0.0833333333,0.0767597583,0.1252441779,0.0855587724,0.05921052631578949
3513,0,0.0512820513,0.0367466928,0.1250152607,0.0855484082,0.02631578947368418
1378,0,0.0769230769,0.0669606402,0.1250762958,0.085549837,0.052631578947368474
2503,0,0.0705128205,0.0363383962,0.1250000019,0.0855482149,0.046052631578947345
559,0,0.0641025641,0.0547934019,0.1250152607,0.0855484082,0.03947368421052633
6555,0,0.0705128205,0.0387881757,0.0002593994,1.07509e-05,0.046052631578947345
882,0,0.1217948718,0.0886003593,0.5002441425,0.6321311163,0.09868421052631582
744,0,0.0769230769,0.0465458109,1.52607e-05,1.934e-07,0.052631578947368474
86,0,0.108974359,0.0825575698,0.1250152588,0.0855484082,0.08552631578947367
1545,0,0.1282051282,0.0767597583,0.6250610426,0.7176702025,0.10526315789473684
2666,0,0.0897435897,0.0670422995,0.6250152607,0.7176689671,0.06578947368421051
3935,0,0.0641025641,0.0190266209,0.125,0.0855482149,0.03947368421052633
396,0,0.0897435897,0.0572431814,0.1250762958,0.085549837,0.06578947368421051
2694,0,0.0961538462,0.0708802874,0.1253204364,0.0855603945,0.07236842105263153
1126,0,0.1282051282,0.0931732811,0.6253204364,0.7176809534,0.10526315789473684
3734,0,0.1346153846,0.0930916218,0.6252594013,0.7176795246,0.11184210526315785
944,0,0.141025641,0.0863955577,0.1253051832,0.0855602012,0.11842105263157898
2453,0,0.1025641026,0.0723501552,0.1250000019,0.0855482149,0.07894736842105265
4596,0,0.2051282051,0.1596439654,0.1253204439,0.0855603945,0.1842105263157895
2489,0,0.0576923077,0.0400947248,0.1250152588,0.0855484082,0.03289473684210531
2895,0,0.0576923077,0.0400947248,0.1250152607,0.0855484082,0.03289473684210531
2555,0,0.108974359,0.0561816103,0.1250152588,0.0855484082,0.08552631578947367
317,0,0.1474358974,0.129430018,0.1253204364,0.0855603945,0.125
2219,0,0.0705128205,0.0317654744,6.1037e-05,1.4288e-06,0.046052631578947345
494,0,0.0641025641,0.0387881757,0.1250152607,0.0855484082,0.03947368421052633
2581,0,0.0512820513,0.0289073983,0.1250152588,0.0855484082,0.02631578947368418
112,0,0.0833333333,0.0632043116,0.1250152607,0.0855484082,0.05921052631578949
3674,0,0.0512820513,0.0104523926,0.0,0.0,0.02631578947368418
395,0,0.0705128205,0.0368283521,0.1250152588,0.0855484082,0.046052631578947345
2039,0,0.3012820513,0.2208884534,0.6250152597,0.7176689671,0.2828947368421053
2712,0,0.1474358974,0.0990527519,0.6252594013,0.7176795246,0.125
123,0,0.1666666667,0.1121182427,0.6250762958,0.7176703959,0.14473684210526316
9640,0,0.0512820513,0.013637106,0.0,0.0,0.02631578947368418
2974,0,0.1282051282,0.0700636943,0.1250152588,0.0855484082,0.10526315789473684
2508,0,0.1730769231,0.1269802384,0.1253204662,0.0855603945,0.14569536423841056
588,0,0.0641025641,0.0245794545,0.125,0.0855482149,0.0331125827814569
7231,0,0.1282051282,0.0803527683,2e-10,0.0,0.09933774834437081
3108,0,0.108974359,0.0619794219,0.1250152588,0.0855484082,0.07947019867549665
2458,0,0.0897435897,0.0558549731,0.1250152607,0.0855484082,0.05960264900662249
6701,0,0.0769230769,0.0538134901,0.6250000002,0.7176687737,0.04635761589403975
3883,0,0.0448717949,0.0178833905,0.0,0.0,0.013245033112582738
222,0,0.0769230769,0.045810877,0.125,0.0855482149,0.04635761589403975
2497,0,0.1346153846,0.1075453209,0.1250762958,0.085549837,0.10596026490066224
3835,0,0.1025641026,0.0426261636,0.0,0.0,0.07284768211920534
1372,0,0.0512820513,0.0216397191,9e-10,0.0,0.019867549668874163
7445,0,0.0833333333,0.069737057,2.3842e-06,1.09e-08,0.052980132450331174
6034,0,0.0897435897,0.0741466601,0.078125,0.0357306243,0.05960264900662249
115,0,0.0961538462,0.0565899069,0.5,0.6321205588,0.06622516556291391
1189,0,0.108974359,0.057896456,0.1250000019,0.0855482149,0.07947019867549665
11065,0,0.0705128205,0.0414829332,0.5,0.6321205588,0.039735099337748325
425,0,0.0641025641,0.0258043443,0.0,0.0,0.0331125827814569
860,0,0.0833333333,0.0475257227,0.5,0.6321205588,0.052980132450331174
2527,0,0.0833333333,0.0531602156,1e-10,0.0,0.052980132450331174
9883,0,0.0961538462,0.0359300996,0.0,0.0,0.06622516556291391
1535,0,0.0705128205,0.035521803,0.5,0.6321205588,0.039735099337748325
3675,0,0.0833333333,0.0477707006,0.0,0.0,0.052980132450331174
892,0,0.2179487179,0.1821002776,0.1253204439,0.0855603945,0.1920529801324503
2762,0,0.0641025641,0.0314388372,0.0,0.0,0.0331125827814569
3069,0,0.0641025641,0.0295606729,0.0,0.0,0.0331125827814569
2651,0,0.0641025641,0.0261309815,0.0,0.0,0.0331125827814569
2618,0,0.1923076923,0.1745059611,0.5010375995,0.6321999975,0.16556291390728473
5442,0,0.0705128205,0.0482606565,1.52588e-05,1.934e-07,0.039735099337748325
1787,0,0.1666666667,0.1714029071,0.5000864649,0.6321222633,0.13907284768211925
1397,0,0.0769230769,0.0426261636,0.0,0.0,0.04635761589403975
3785,0,0.0641025641,0.0408296587,7.5e-09,0.0,0.0331125827814569
3678,0,0.0897435897,0.0801077903,0.5000152607,0.6321207522,0.05960264900662249
623,0,0.0961538462,0.0360934183,0.125,0.0855482149,0.06622516556291391
8260,0,0.0833333333,0.0539768088,0.0,0.0,0.052980132450331174
3001,0,0.0448717949,0.0050628777,0.0,0.0,0.013245033112582738
655,0,0.0705128205,0.042707823,7.5e-09,0.0,0.039735099337748325
4093,0,0.0705128205,0.0471990854,1.52607e-05,1.934e-07,0.039735099337748325
1332,0,0.0576923077,0.0231912461,0.0,0.0,0.026490066225165587
2528,0,0.1217948718,0.069737057,1.52607e-05,1.934e-07,0.0927152317880795
2011,0,0.1153846154,0.0747999347,0.1250152607,0.0855484082,0.08609271523178808
1721,1,0.5576923077,0.5514453699,0.8334147161,0.9010648195,0.543046357615894
3260,0,0.0576923077,0.0047362404,0.0,0.0,0.026490066225165587
3283,0,0.0705128205,0.0451576025,1.52607e-05,1.934e-07,0.039735099337748325
3781,0,0.0961538462,0.079781153,0.5000000019,0.6321205588,0.06622516556291391
7203,0,0.2435897436,0.2584517393,0.8332620946,0.90106041,0.2185430463576159
1402,0,0.0641025641,0.0328270456,0.0,0.0,0.0331125827814569
1157,0,0.1346153846,0.1293483586,0.0012817402,8.99962e-05,0.10596026490066224
1065,0,0.0576923077,0.0333170015,0.1250000019,0.0855482149,0.026490066225165587
4347,0,0.0705128205,0.0564265883,0.1250076387,0.085548286,0.039735099337748325
3076,0,0.0961538462,0.051200392,0.1250152588,0.0855484082,0.06622516556291391
3586,0,0.1346153846,0.1318797975,0.5012207124,0.6322091262,0.10596026490066224
9403,0,0.0961538462,0.0674505961,0.5000610352,0.6321219876,0.06622516556291391
1115,0,0.2628205128,0.224644782,0.1262365654,0.0856369771,0.23841059602649006
1874,0,0.1794871795,0.1246937776,0.125061037,0.0855496437,0.152317880794702
423,0,0.1923076923,0.1359627634,0.1252594087,0.0855589657,0.16000000000000003
5483,0,0.0769230769,0.0550383799,0.5002441406,0.6321311163,0.040000000000000036
187,0,0.108974359,0.0649191573,0.1250152607,0.0855484082,0.07333333333333336
62,0,0.2179487179,0.1738526866,0.5003204439,0.6321327385,0.18666666666666665
8330,0,0.1025641026,0.0801894496,0.1250152681,0.0855484082,0.06666666666666665
1771,0,0.0705128205,0.0514453699,7.62958e-05,1.6222e-06,0.033333333333333326
2493,0,0.0961538462,0.0930099624,0.5000763033,0.632122181,0.06000000000000005
6425,0,0.1025641026,0.0813326801,6.15213e-05,1.4301e-06,0.06666666666666665
3923,0,0.0641025641,0.0449126245,0.1250762939,0.085549837,0.026666666666666616
2245,0,0.1346153846,0.0729217704,0.1250000075,0.0855482149,0.09999999999999998
2896,0,0.1538461538,0.0993793892,0.6252441425,0.7176793312,0.12
3391,0,0.0961538462,0.0809243835,0.6250152662,0.7176689671,0.06000000000000005
1898,0,0.1923076923,0.1876531112,0.6262976248,0.7177589647,0.16000000000000003
3367,0,0.0769230769,0.0567532255,0.1250762958,0.085549837,0.040000000000000036
3915,0,0.0897435897,0.0489139311,0.1250000093,0.0855482149,0.053333333333333344
1780,0,0.1666666667,0.1326963907,0.126297595,0.0856384059,0.1333333333333333
8519,0,0.0769230769,0.0472807447,0.5000610352,0.6321219876,0.040000000000000036
3980,0,0.1346153846,0.100114323,0.1253204346,0.0855603945,0.09999999999999998
4350,0,0.141025641,0.1008492569,0.1262208316,0.0856367824,0.10666666666666669
686,0,0.0897435897,0.0571615221,0.1250152607,0.0855484082,0.053333333333333344
362,0,0.0705128205,0.0471990854,0.1250152607,0.0855484082,0.033333333333333326
299,0,0.1538461538,0.0997060265,0.1302032471,0.0862148237,0.12
2488,0,0.1282051282,0.0868038543,0.1250152681,0.0855484082,0.09333333333333338
2985,0,0.0641025641,0.0376449453,0.1250152607,0.0855484082,0.026666666666666616
2056,0,0.1730769231,0.1278784909,0.6253051758,0.71768076,0.14
2817,0,0.1602564103,0.0857422832,0.0003051776,1.19863e-05,0.1266666666666667
385,0,0.0833333333,0.0498121836,1.52607e-05,1.934e-07,0.046666666666666634
748,0,0.141025641,0.0787195819,0.1252594013,0.0855589657,0.10666666666666669
2002,0,0.2628205128,0.2131308182,0.6262817458,0.7177587699,0.23333333333333328
220,0,0.1282051282,0.077984648,0.1250762958,0.085549837,0.09333333333333338
1422,0,0.1474358974,0.0740650008,0.1250610352,0.0855496437,0.11333333333333329
1891,0,0.0961538462,0.0575698187,0.1250762958,0.085549837,0.06000000000000005
3788,0,0.0448717949,0.0080026131,0.0,0.0,0.00666666666666671
1147,0,0.1474358974,0.0902335456,0.1250762958,0.085549837,0.11333333333333329
1239,0,0.2051282051,0.1249387555,0.1250762958,0.085549837,0.17333333333333334
3213,0,0.1923076923,0.132533072,0.6252593994,0.7176795246,0.15436241610738255
8321,0,0.0769230769,0.0365833742,0.1250152588,0.0855484082,0.03355704697986572
3644,0,0.1025641026,0.0607545321,0.1250000075,0.0855482149,0.06040268456375841
2648,0,0.3076923077,0.2300342969,0.6250076296,0.7176688448,0.2751677852348994
4318,0,0.1474358974,0.0828025478,0.125,0.0855482149,0.10738255033557043
2838,0,0.0833333333,0.0198432141,0.0,0.0,0.04026845637583898
2313,0,0.0769230769,0.0273558713,0.125,0.0855482149,0.03355704697986572
7123,0,0.1666666667,0.1030540585,0.0,0.0,0.12751677852348997
5428,0,0.1153846154,0.0777396701,3e-10,0.0,0.0738255033557047
279,0,0.1217948718,0.064837498,0.1250152607,0.0855484082,0.08053691275167785
104,0,0.2051282051,0.1458435407,0.6252594013,0.7176795246,0.16778523489932884
1152,0,0.141025641,0.0887636779,0.125061037,0.0855496437,0.10067114093959728
497,0,0.0769230769,0.0195982362,0.0,0.0,0.03355704697986572
83,0,0.108974359,0.06818553,0.1250762939,0.085549837,0.06711409395973156
3327,0,0.141025641,0.0819042953,0.5,0.6321205588,0.10067114093959728
5740,0,0.1538461538,0.1195492406,1.9085e-06,9.6e-09,0.11409395973154357
2008,0,0.1153846154,0.0443410093,0.0,0.0,0.0738255033557047
2216,0,0.0512820513,0.00359301,0.0,0.0,0.006711409395973145
10738,0,0.0833333333,0.0311938592,0.0,0.0,0.04026845637583898
1815,0,0.1025641026,0.0501388208,0.5,0.6321205588,0.06040268456375841
8132,0,0.0897435897,0.0432794382,0.5,0.6321205588,0.046979865771812124
4321,0,0.1346153846,0.0983178181,0.015625,0.0042591948,0.09395973154362414
